PacketCount,Sent_Time,Encoding_Time,Size_In_Bytes,Msg_Rate
1,1973.691,3.2477,166,0.51
2,1975.5767,0.1248,166,1.01
3,1976.7263,0.0542,166,1.52
4,1985.9592,0.0553,166,2.01
5,1996.7085,0.1563,166,2.50
6,1998.0534,0.0739,166,3.00
7,2002.0967,0.0906,166,3.50
8,2018.2779,0.3347,166,3.96
9,2019.4519,0.4360,166,4.46
10,2034.294,0.2888,166,4.92
11,2050.4324,0.1135,166,5.36
12,2066.3463,0.1245,166,5.81
13,2066.6546,0.0794,166,6.29
14,2082.7521,0.1695,166,6.72
15,2098.9223,0.1533,166,7.15
16,2114.9758,0.1439,166,7.57
17,2130.8722,0.1635,166,7.98
18,2147.0027,0.1531,166,8.38
19,2163.0819,0.1838,166,8.78
20,2179.3856,0.1471,166,9.18
21,2179.8131,0.0769,166,9.63
22,2195.4721,0.1533,166,10.02
23,2211.5664,0.1402,166,10.40
24,2227.5287,0.1834,166,10.77
25,2243.9566,0.1942,166,11.14
26,2245.0831,0.3119,166,11.58
27,2260.2406,0.3349,166,11.95
28,2260.6683,0.0810,166,12.39
29,2276.1153,0.1088,166,12.74
30,2291.9635,0.1339,166,13.09
31,2308.2517,0.1307,166,13.43
32,2308.6683,0.0640,166,13.86
33,2324.3676,0.1517,166,14.20
34,2324.7548,0.0537,166,14.63
35,2340.402,0.1115,166,14.95
36,2340.77,0.0547,166,15.38
37,2356.7044,0.1591,166,15.70
38,2372.8289,0.2161,166,16.01
39,2374.4768,0.0967,166,16.42
40,2388.8196,0.1038,166,16.74
41,2405.1081,0.1641,166,17.05
42,2405.5262,0.0592,166,17.46
43,2421.0901,0.1050,166,17.76
44,2437.2224,0.1066,166,18.05
45,2437.6525,0.0597,166,18.46
46,2453.4381,0.2071,166,18.75
47,2469.5936,0.0960,166,19.03
48,2485.9275,0.2584,166,19.31
49,2501.769,0.2568,166,19.59
50,2518.1815,0.1274,166,19.86
51,2518.6185,0.0658,166,20.25
52,2534.1404,0.1293,166,20.52
53,2534.5902,0.0580,166,20.91
54,2550.558,0.1298,166,21.17
55,2566.3515,0.1233,166,21.43
56,2566.7486,0.0526,166,21.82
57,2568.8319,0.1022,166,22.19
58,2582.8726,0.1282,166,22.46
59,2598.8399,0.1305,166,22.70
60,2615.432,0.1394,166,22.94
61,2631.6271,0.1262,166,23.18
62,2648.0503,0.1496,166,23.41
63,2664.1041,0.1206,166,23.65
64,2664.6909,0.0768,166,24.02
65,2680.0621,0.0633,166,24.25
66,2696.4347,0.1267,166,24.48
67,2712.0366,0.1665,166,24.70
68,2728.3024,0.1267,166,24.92
69,2728.7001,0.0652,166,25.29
70,2744.2066,0.1461,166,25.51
71,2744.6801,0.0790,166,25.87
72,2759.7134,0.1592,166,26.09
73,2775.4571,0.0821,166,26.30
74,2791.796,0.1071,166,26.51
75,2807.6853,0.1251,166,26.71
76,2823.672,0.1283,166,26.92
77,2839.538,0.1373,166,27.12
78,2855.6721,0.1788,166,27.31
79,2871.4836,0.1262,166,27.51
80,2887.569,0.1252,166,27.70
81,2903.7254,0.2651,166,27.90
82,2919.6552,0.1640,166,28.09
83,2935.0247,0.1554,166,28.28
84,2935.5744,0.0988,166,28.61
85,2951.3534,0.1926,166,28.80
86,2951.7948,0.0704,166,29.13
87,2967.4372,0.1204,166,29.32
88,2983.9104,0.1473,166,29.49
89,2999.8748,0.1124,166,29.67
90,3015.9956,0.1471,166,29.84
91,3016.5557,0.0891,166,30.17
92,3032.051,0.1356,166,30.34
93,3048.0715,0.1241,166,30.51
94,3064.0376,0.2194,166,30.68
95,3080.65,0.0973,166,30.84
96,3096.5461,0.0988,166,31.00
97,3112.8234,0.1423,166,31.16
98,3128.6956,0.1095,166,31.32
99,3145.0218,0.1332,166,31.48
100,3145.6029,0.1131,166,31.79
101,3160.832,0.1368,166,31.95
102,3177.0908,0.1568,166,32.10
103,3177.5657,0.0680,166,32.41
104,3193.1094,0.1412,166,32.57
105,3193.5307,0.0572,166,32.88
106,3209.3182,0.1034,166,33.03
107,3209.7522,0.0567,166,33.34
108,3225.1746,0.0938,166,33.49
109,3225.5591,0.0714,166,33.79
110,3241.5524,0.1140,166,33.93
111,3257.4761,0.1088,166,34.08
112,3273.7149,0.1239,166,34.21
113,3289.4158,0.1131,166,34.35
114,3289.9312,0.0934,166,34.65
115,3305.5837,0.1060,166,34.79
116,3321.7484,0.1134,166,34.92
117,3337.9683,0.1288,166,35.05
118,3353.9954,0.1247,166,35.18
119,3370.1678,0.1688,166,35.31
120,3370.5792,0.0599,166,35.60
121,3386.273,0.1197,166,35.73
122,3386.6552,0.0560,166,36.02
123,3402.3422,0.1437,166,36.15
124,3402.7567,0.0490,166,36.44
125,3418.2951,0.1169,166,36.57
126,3418.7293,0.0537,166,36.86
127,3434.2888,0.1158,166,36.98
128,3434.6881,0.0805,166,37.27
129,3450.34,0.1149,166,37.39
130,3450.7123,0.0462,166,37.67
131,3466.1656,0.1252,166,37.79
132,3466.6158,0.0560,166,38.08
133,3482.5513,0.2458,166,38.19
134,3497.7455,0.0822,166,38.31
135,3513.812,0.0771,166,38.42
136,3530.0435,0.0943,166,38.53
137,3546.4109,0.1265,166,38.63
138,3547.0246,0.0978,166,38.91
139,3562.1536,0.1515,166,39.02
140,3562.6278,0.0624,166,39.30
141,3564.7891,0.1209,166,39.55
142,3578.7062,0.1498,166,39.68
143,3594.6514,0.1105,166,39.78
144,3610.9549,0.1275,166,39.88
145,3627.0398,0.1820,166,39.98
146,3643.2464,0.1100,166,40.07
147,3643.7213,0.0819,166,40.34
148,3644.7923,0.0549,166,40.61
149,3659.4631,0.1168,166,40.72
150,3675.9891,0.1901,166,40.81
151,3679.227,2.7499,166,41.04
152,3679.5654,0.0712,166,41.31
153,3691.7296,0.0977,166,41.44
154,3708.0257,0.1216,166,41.53
155,3723.6949,0.1078,166,41.63
156,3740.2409,0.1283,166,41.71
157,3740.7458,0.0724,166,41.97
158,3756.3525,0.1259,166,42.06
159,3757.185,0.1973,166,42.32
160,3772.2571,0.1415,166,42.41
161,3772.6927,0.0504,166,42.68
162,3788.1055,0.1138,166,42.77
163,3788.5063,0.0461,166,43.02
164,3804.4028,0.0927,166,43.11
165,3804.7483,0.0437,166,43.37
166,3820.4567,0.1049,166,43.45
167,3836.7637,0.1150,166,43.53
168,3852.7166,0.1168,166,43.61
169,3868.8818,0.1274,166,43.68
170,3885.0894,0.1861,166,43.76
171,3885.6362,0.0738,166,44.01
172,3901.3197,0.0993,166,44.09
173,3901.7036,0.0497,166,44.34
174,3917.2798,0.1059,166,44.42
175,3917.6779,0.0425,166,44.67
176,3933.5551,0.0906,166,44.74
177,3949.4547,0.1202,166,44.82
178,3965.4919,0.0994,166,44.89
179,3981.3246,0.1013,166,44.96
180,3981.7126,0.0499,166,45.21
181,3997.4253,0.1114,166,45.28
182,4013.5422,0.1356,166,45.35
183,4030.0801,0.1353,166,45.41
184,4030.6437,0.0783,166,45.65
185,4046.033,0.1131,166,45.72
186,4062.2112,0.1051,166,45.79
187,4062.6177,0.0453,166,46.03
188,4077.9645,0.1002,166,46.10
189,4094.3258,0.1023,166,46.16
190,4094.7319,0.0501,166,46.40
191,4110.711,0.1016,166,46.46
192,4126.671,0.1023,166,46.53
193,4142.8076,0.1760,166,46.59
194,4158.7826,0.1096,166,46.65
195,4175.511,0.1106,166,46.70
196,4190.8921,0.0981,166,46.77
197,4206.8389,0.1073,166,46.83
198,4222.7898,0.1137,166,46.89
199,4239.544,0.1281,166,46.94
200,4255.0369,0.1071,166,47.00
201,4255.6267,0.1274,166,47.23
202,4271.2496,0.1553,166,47.29
203,4271.6846,0.0732,166,47.52
204,4287.222,0.1078,166,47.58
205,4287.6568,0.0504,166,47.81
206,4303.3758,0.0932,166,47.87
207,4303.781,0.0454,166,48.10
208,4320.1019,0.1066,166,48.15
209,4320.5867,0.0595,166,48.37
210,4335.8653,0.1091,166,48.43
211,4351.5399,0.0754,166,48.49
212,4367.0922,0.0401,166,48.54
213,4383.2821,0.0801,166,48.59
214,4383.6222,0.0566,166,48.82
215,4399.1608,0.1107,166,48.87
216,4399.5973,0.0553,166,49.10
217,4415.0844,0.1044,166,49.15
218,4430.8201,0.0876,166,49.20
219,4447.01,0.1081,166,49.25
220,4463.1607,0.1512,166,49.29
221,4463.5875,0.0552,166,49.51
222,4479.1958,0.1002,166,49.56
223,4479.5864,0.0405,166,49.78
224,4495.3115,0.0997,166,49.83
225,4495.7072,0.0422,166,50.05
226,4511.4456,0.1011,166,50.09
227,4527.2725,0.1266,166,50.14
228,4527.8045,0.0711,166,50.36
229,4543.5593,0.1235,166,50.40
230,4559.5718,0.1303,166,50.44
231,4561.9769,0.1143,166,50.64
232,4575.2382,0.1070,166,50.71
233,4575.669,0.0593,166,50.92
234,4591.4706,0.1095,166,50.96
235,4607.3673,0.0935,166,51.01
236,4607.7552,0.0464,166,51.22
237,4623.5484,0.1715,166,51.26
238,4638.9325,0.1174,166,51.30
239,4654.6701,0.1802,166,51.35
240,4670.3336,0.0979,166,51.39
241,4670.7617,0.0898,166,51.60
242,4686.3039,0.1004,166,51.64
243,4686.7133,0.0559,166,51.85
244,4702.044,0.0733,166,51.89
245,4718.323,0.0884,166,51.93
246,4718.6689,0.0417,166,52.13
247,4734.2495,0.0885,166,52.17
248,4734.6021,0.0429,166,52.38
249,4750.3572,0.1090,166,52.42
250,4750.8202,0.0549,166,52.62
251,4766.7627,0.2103,166,52.66
252,4768.1203,0.1645,166,52.85
253,4769.4001,0.3809,166,53.05
254,4770.2084,0.0693,166,53.25
255,4782.6208,0.0889,166,53.32
256,4798.8315,0.1154,166,53.35
257,4814.8068,0.1142,166,53.38
258,4831.1364,0.1038,166,53.40
259,4831.5388,0.0522,166,53.61
260,4847.0839,0.1353,166,53.64
261,4847.6488,0.0764,166,53.84
262,4862.9914,0.1242,166,53.88
263,4863.5716,0.0710,166,54.08
264,4878.8377,0.1089,166,54.11
265,4894.9759,0.0880,166,54.14
266,4910.8982,0.1472,166,54.17
267,4926.9764,0.1083,166,54.19
268,4928.1097,0.0587,166,54.38
269,4942.6562,0.0871,166,54.42
270,4958.7718,0.0920,166,54.45
271,4975.0964,0.1626,166,54.47
272,4975.6451,0.0709,166,54.67
273,4990.8373,0.1028,166,54.70
274,5006.8499,0.1069,166,54.73
275,5023.0054,0.1185,166,54.75
276,5039.2082,0.1115,166,54.77
277,5039.6765,0.0546,166,54.96
278,5055.3808,0.1073,166,54.99
279,5055.8578,0.0549,166,55.18
280,5071.4372,0.0894,166,55.21
281,5087.5089,0.1000,166,55.23
282,5103.6975,0.0981,166,55.25
283,5119.6731,0.1249,166,55.28
284,5135.8337,0.1205,166,55.30
285,5152.0649,0.1143,166,55.32
286,5152.5417,0.0592,166,55.51
287,5168.3157,0.1078,166,55.53
288,5168.7167,0.0524,166,55.72
289,5184.5594,0.1762,166,55.74
290,5200.8193,0.1020,166,55.76
291,5216.8367,0.0935,166,55.78
292,5233.678,0.1241,166,55.79
293,5249.3279,0.1274,166,55.82
294,5249.7825,0.0739,166,56.00
295,5265.2955,0.1239,166,56.03
296,5265.8329,0.0692,166,56.21
297,5281.8731,0.1246,166,56.23
298,5299.9028,0.1084,166,56.23
299,5314.1246,0.1197,166,56.27
300,5314.6488,0.0702,166,56.45
301,5329.9691,0.1298,166,56.47
302,5350.406,4.1716,166,56.44
303,5351.0172,0.0713,166,56.62
304,5362.5573,0.2031,166,56.69
305,5378.6209,0.0842,166,56.71
306,5394.2442,0.0958,166,56.73
307,5394.6841,0.0406,166,56.91
308,5410.2369,0.0885,166,56.93
309,5410.6331,0.0425,166,57.11
310,5426.2954,0.1243,166,57.13
311,5426.6754,0.0375,166,57.31
312,5442.2394,0.0939,166,57.33
313,5442.5874,0.0384,166,57.51
314,5459.025,0.0911,166,57.52
315,5459.5079,0.0433,166,57.70
316,5474.6237,0.0896,166,57.72
317,5490.6849,0.1258,166,57.73
318,5506.7538,0.0783,166,57.75
319,5522.6242,0.0832,166,57.76
320,5538.7141,0.0835,166,57.78
321,5554.7524,0.0955,166,57.79
322,5571.1304,0.1105,166,57.80
323,5571.5432,0.0357,166,57.97
324,5573.335,0.0971,166,58.13
325,5573.6885,0.0359,166,58.31
326,5586.7644,0.0890,166,58.35
327,5602.9604,0.0969,166,58.36
328,5618.8255,0.0842,166,58.38
329,5635.0362,0.0842,166,58.38
330,5651.0588,0.0903,166,58.40
331,5651.5083,0.0428,166,58.57
332,5667.3049,0.0856,166,58.58
333,5667.6689,0.0314,166,58.75
334,5683.3865,0.0852,166,58.77
335,5683.7765,0.0321,166,58.94
336,5699.6797,0.0905,166,58.95
337,5716.1917,0.1810,166,58.96
338,5716.6453,0.0442,166,59.13
339,5731.8352,0.0906,166,59.14
340,5747.9657,0.0821,166,59.15
341,5764.0099,0.0783,166,59.16
342,5780.2053,0.0962,166,59.17
343,5780.7047,0.0574,166,59.34
344,5796.591,0.0823,166,59.35
345,5812.7887,0.1001,166,59.35
346,5828.8876,0.0939,166,59.36
347,5845.1844,0.0966,166,59.37
348,5845.6223,0.0414,166,59.53
349,5861.3311,0.0916,166,59.54
350,5861.7931,0.0428,166,59.71
351,5877.88,0.1050,166,59.72
352,5893.7734,0.1051,166,59.72
353,5909.9556,0.0894,166,59.73
354,5926.0072,0.0987,166,59.74
355,5942.0975,0.0771,166,59.74
356,5958.2864,0.0913,166,59.75
357,5958.7459,0.0430,166,59.91
