PacketCount,Sent_Time,Encoding_Time,Size_In_Bytes,Msg_Rate
1,1825.5128,4.4961,166,0.55
2,1827.1222,0.0485,166,1.09
3,1837.2165,0.0471,166,1.63
4,1838.3465,0.0378,166,2.18
5,1853.2365,0.1142,166,2.70
6,1869.077,0.0972,166,3.21
7,1885.8444,0.2272,166,3.71
8,1901.4958,0.2050,166,4.21
9,1902.6209,0.3270,166,4.73
10,1903.1179,0.2349,166,5.25
11,1917.4846,0.1036,166,5.74
12,1918.1036,0.0817,166,6.26
13,1933.3933,0.1706,166,6.72
14,1933.8246,0.0850,166,7.24
15,1949.5761,0.1739,166,7.69
16,1950.0665,0.1022,166,8.20
17,1965.6152,0.1404,166,8.65
18,1966.0393,0.0851,166,9.16
19,1981.5926,0.1665,166,9.59
20,1982.0743,0.0929,166,10.09
21,1997.802,0.1971,166,10.51
22,2014.3455,0.1671,166,10.92
23,2014.76,0.0831,166,11.42
24,2029.9351,0.1580,166,11.82
25,2045.8863,0.1338,166,12.22
26,2061.7386,0.2284,166,12.61
27,2078.345,0.3406,166,12.99
28,2078.7532,0.0793,166,13.47
29,2093.8256,0.0990,166,13.85
30,2110.2322,0.3231,166,14.22
31,2110.8072,0.1089,166,14.69
32,2127.1428,0.1250,166,15.04
33,2142.0785,0.1319,166,15.41
34,2158.4141,0.1110,166,15.75
35,2158.7098,0.0542,166,16.21
36,2173.7016,0.1317,166,16.56
37,2189.8647,0.1217,166,16.90
38,2205.9795,0.1304,166,17.23
39,2222.2817,0.1155,166,17.55
40,2238.3122,0.1580,166,17.87
41,2240.2303,0.0846,166,18.30
42,2254.7559,0.1617,166,18.63
43,2270.9284,0.1277,166,18.93
44,2287.4175,0.1422,166,19.24
45,2287.9161,0.0919,166,19.67
46,2309.6649,6.8049,166,19.92
47,2319.2068,0.1330,166,20.27
48,2335.1717,0.0995,166,20.56
49,2350.998,0.1144,166,20.84
50,2366.8221,0.0671,166,21.13
51,2382.8549,0.1016,166,21.40
52,2399.0294,0.1002,166,21.68
53,2414.8811,0.0828,166,21.95
54,2430.8464,0.0769,166,22.21
55,2446.7462,0.0655,166,22.48
56,2463.1346,0.0796,166,22.74
57,2479.1973,0.1290,166,22.99
58,2495.3247,0.1276,166,23.24
59,2495.7436,0.0605,166,23.64
60,2511.5878,0.1257,166,23.89
61,2512.098,0.0658,166,24.28
62,2527.9046,0.1271,166,24.53
63,2544.1219,0.1256,166,24.76
64,2560.2676,0.1151,166,25.00
65,2576.3332,0.1216,166,25.23
66,2576.7534,0.0571,166,25.61
67,2592.6468,0.1282,166,25.84
68,2608.5673,0.1085,166,26.07
69,2608.929,0.0562,166,26.45
70,2624.6441,0.1897,166,26.67
71,2642.1762,0.2034,166,26.87
72,2658.7582,0.1472,166,27.08
73,2675.2191,0.1373,166,27.29
74,2688.7861,0.1044,166,27.52
75,2705.208,0.1299,166,27.72
76,2721.3028,0.1616,166,27.93
77,2721.8288,0.0842,166,28.29
78,2736.499,0.1101,166,28.50
79,2736.8954,0.0575,166,28.86
80,2752.4691,0.1352,166,29.06
81,2752.9142,0.0743,166,29.42
82,2768.9121,0.1412,166,29.61
83,2784.7088,0.1239,166,29.81
84,2800.692,0.1246,166,29.99
85,2816.48,0.1254,166,30.18
86,2816.8986,0.0669,166,30.53
87,2832.7246,0.2346,166,30.71
88,2848.5345,0.1252,166,30.89
89,2848.9336,0.0682,166,31.24
90,2864.8584,0.1415,166,31.42
91,2881.1628,0.0538,166,31.58
92,2895.615,0.0534,166,31.77
93,2895.8063,0.0208,166,32.12
94,2912.0874,0.0983,166,32.28
95,2927.9943,0.0390,166,32.45
96,2944.1357,0.0624,166,32.61
97,2960.1846,0.1036,166,32.77
98,2975.9285,0.0584,166,32.93
99,2991.591,0.0937,166,33.09
100,2991.9091,0.0471,166,33.42
101,3010.0091,0.0980,166,33.55
102,3022.9299,0.0935,166,33.74
103,3039.4756,0.1069,166,33.89
104,3039.8965,0.0479,166,34.21
105,3055.4366,0.1025,166,34.36
106,3055.844,0.0732,166,34.69
107,3072.0826,0.1484,166,34.83
108,3088.3599,0.1494,166,34.97
109,3088.8839,0.0728,166,35.29
110,3104.7785,0.1569,166,35.43
111,3120.7695,0.1261,166,35.57
112,3136.9425,0.1152,166,35.70
113,3153.2502,0.1287,166,35.84
114,3169.2258,0.1385,166,35.97
115,3184.9496,0.1199,166,36.11
116,3201.1777,0.1020,166,36.24
117,3217.91,0.1118,166,36.36
118,3234.0084,0.1106,166,36.49
119,3250.3031,0.1408,166,36.61
120,3250.7915,0.0896,166,36.91
121,3266.4142,0.0956,166,37.04
122,3266.7765,0.0457,166,37.35
123,3282.9761,0.1132,166,37.47
124,3299.0084,0.1240,166,37.59
125,3315.1732,0.1328,166,37.71
126,3331.159,0.1250,166,37.82
127,3347.351,0.1593,166,37.94
128,3347.8088,0.0773,166,38.23
129,3363.5429,0.1587,166,38.35
130,3364.0299,0.0576,166,38.64
131,3379.7965,0.1341,166,38.76
132,3395.718,0.0968,166,38.87
133,3412.7249,0.2287,166,38.97
134,3427.4032,0.0881,166,39.10
135,3443.3661,0.0578,166,39.21
136,3459.1422,0.0657,166,39.32
137,3477.0014,0.0529,166,39.40
138,3491.524,0.1078,166,39.52
139,3491.9517,0.0741,166,39.81
140,3508.1676,0.0969,166,39.91
141,3525.0765,0.0840,166,40.00
142,3542.0147,0.1265,166,40.09
143,3559.7619,5.3184,166,40.17
144,3570.6136,0.1057,166,40.33
145,3571.0239,0.0800,166,40.60
146,3586.4332,0.1471,166,40.71
147,3586.8294,0.0501,166,40.98
148,3602.9745,0.1510,166,41.08
149,3619.0839,0.0964,166,41.17
150,3634.3291,0.0872,166,41.27
151,3654.4641,3.5237,166,41.32
152,3655.0003,0.0645,166,41.59
153,3667.0254,0.1634,166,41.72
154,3668.7097,0.0619,166,41.98
155,3682.9686,0.1030,166,42.09
156,3698.7642,0.0755,166,42.18
157,3715.0352,0.0569,166,42.26
158,3731.2846,0.1145,166,42.34
159,3731.7675,0.0607,166,42.61
160,3747.6025,0.1693,166,42.69
161,3748.2373,0.1111,166,42.95
162,3763.714,0.1168,166,43.04
163,3779.76,0.1147,166,43.12
164,3795.8561,0.1260,166,43.21
165,3811.9035,0.1031,166,43.29
166,3828.1289,0.1169,166,43.36
167,3843.84,0.1264,166,43.45
168,3859.9925,0.0996,166,43.52
169,3876.1044,0.1147,166,43.60
170,3892.4652,0.1136,166,43.67
171,3892.9548,0.0616,166,43.93
172,3908.2358,0.1237,166,44.01
173,3924.2591,0.1088,166,44.08
174,3940.6702,0.1158,166,44.15
175,3956.5035,0.1137,166,44.23
176,3957.3795,0.1257,166,44.47
177,3957.8494,0.0613,166,44.72
178,3976.6874,0.0665,166,44.76
179,3990.1824,0.0778,166,44.86
180,4004.4532,0.1088,166,44.95
181,4004.9273,0.0568,166,45.19
182,4020.4364,0.1046,166,45.27
183,4020.8438,0.0466,166,45.51
184,4035.7746,0.0513,166,45.59
185,4051.3816,0.0527,166,45.66
186,4067.1911,0.0729,166,45.73
187,4083.1238,0.0188,166,45.80
188,4099.0267,0.0361,166,45.86
189,4114.6747,0.0337,166,45.93
190,4130.9306,0.0552,166,45.99
191,4147.1092,0.1026,166,46.06
192,4163.2586,0.1090,166,46.12
193,4163.7655,0.0952,166,46.35
194,4178.7664,0.1178,166,46.43
195,4194.6929,0.0983,166,46.49
196,4210.6371,0.0527,166,46.55
197,4226.8582,0.0657,166,46.61
198,4243.2334,0.1144,166,46.66
199,4259.4478,0.1777,166,46.72
200,4259.9173,0.0628,166,46.95
201,4263.1745,1.4136,166,47.15
202,4275.5226,0.1237,166,47.25
203,4276.0773,0.0704,166,47.47
204,4291.3618,0.1156,166,47.54
205,4291.8088,0.0534,166,47.77
206,4307.2259,0.1267,166,47.83
207,4323.1123,0.1141,166,47.88
208,4339.0659,0.1021,166,47.94
209,4355.0482,0.0942,166,47.99
210,4371.0135,0.1113,166,48.04
211,4387.567,0.1159,166,48.09
212,4388.1183,0.0548,166,48.31
213,4403.2791,0.1121,166,48.37
214,4403.7911,0.0608,166,48.59
215,4419.9081,0.1242,166,48.64
216,4435.2539,0.1232,166,48.70
217,4435.7981,0.0708,166,48.92
218,4451.6213,0.1256,166,48.97
219,4452.1599,0.0700,166,49.19
220,4467.1929,0.1096,166,49.25
221,4483.2952,0.1150,166,49.29
222,4483.982,0.0870,166,49.51
223,4499.4849,0.1073,166,49.56
224,4499.9129,0.0575,166,49.78
225,4516.1607,0.1241,166,49.82
226,4516.7847,0.0805,166,50.04
227,4531.7398,0.0600,166,50.09
228,4547.9064,0.0663,166,50.13
229,4564.223,0.1112,166,50.17
230,4579.9884,0.0649,166,50.22
231,4596.155,0.0575,166,50.26
232,4611.8665,0.0522,166,50.31
233,4627.7607,0.0454,166,50.35
234,4643.7254,0.0886,166,50.39
235,4660.0584,0.0804,166,50.43
236,4676.2619,0.1831,166,50.47
237,4676.748,0.0643,166,50.68
238,4692.5034,0.1064,166,50.72
239,4692.9546,0.0594,166,50.93
240,4708.2275,0.1008,166,50.97
241,4724.1026,0.1595,166,51.01
242,4739.7733,0.0999,166,51.06
243,4756.3705,0.1753,166,51.09
244,4756.8483,0.0573,166,51.29
245,4772.5953,0.1098,166,51.33
246,4773.0802,0.0596,166,51.54
247,4788.555,0.0997,166,51.58
248,4788.9391,0.0497,166,51.79
249,4804.7979,0.1194,166,51.82
250,4820.0801,0.0302,166,51.87
251,4836.1186,0.0713,166,51.90
252,4851.997,0.0506,166,51.94
253,4868.1875,0.0888,166,51.97
254,4884.2374,0.1004,166,52.00
255,4900.6516,0.1059,166,52.03
256,4916.6348,0.1120,166,52.07
257,4932.9985,0.1279,166,52.10
258,4948.9479,0.1284,166,52.13
259,4965.3014,0.1167,166,52.16
260,4965.7419,0.0512,166,52.36
261,4981.1468,0.1235,166,52.40
262,4997.2976,0.1180,166,52.43
263,4997.8178,0.0720,166,52.62
264,5013.0793,0.1182,166,52.66
265,5029.4921,0.1143,166,52.69
266,5030.1051,0.0651,166,52.88
267,5045.2637,0.1171,166,52.92
268,5045.7846,0.0649,166,53.11
269,5061.7733,0.1173,166,53.14
270,5077.8696,0.0584,166,53.17
271,5093.4023,0.0501,166,53.21
272,5109.4497,0.0681,166,53.23
