PacketCount,Sent_Time,Encoding_Time,Size_In_Bytes,Msg_Rate
1,1764.4497,3.4148,166,0.57
2,1766.0739,0.0468,166,1.13
3,1773.7607,0.1458,166,1.69
4,1775.0556,0.0555,166,2.25
5,1776.5962,0.1030,166,2.81
6,1792.3205,0.1067,166,3.35
7,1808.7566,0.1881,166,3.87
8,1824.865,0.2022,166,4.38
9,1826.0296,0.3618,166,4.93
10,1841.0321,0.3102,166,5.43
11,1857.497,0.1461,166,5.92
12,1858.2323,0.1171,166,6.46
13,1872.9521,0.1812,166,6.94
14,1889.5378,0.1866,166,7.41
15,1890.0066,0.0939,166,7.94
16,1905.5936,0.1723,166,8.40
17,1921.8026,0.1608,166,8.85
18,1937.7881,0.1585,166,9.29
19,1953.6949,0.1296,166,9.73
20,1969.8021,0.1570,166,10.15
21,1986.0923,0.2048,166,10.57
22,2002.5233,0.2090,166,10.99
23,2003.0995,0.1160,166,11.48
24,2018.6311,0.6781,166,11.89
25,2034.2005,0.1535,166,12.29
26,2050.124,0.2643,166,12.68
27,2066.6665,0.3157,166,13.06
28,2082.7469,0.1278,166,13.44
29,2098.623,0.1437,166,13.82
30,2114.5701,0.1274,166,14.19
31,2115.0082,0.0757,166,14.66
32,2130.5174,0.1563,166,15.02
33,2130.9477,0.0741,166,15.49
34,2146.3482,0.1659,166,15.84
35,2146.7997,0.0856,166,16.30
36,2162.4358,0.1420,166,16.65
37,2162.9062,0.0697,166,17.11
38,2179.0255,0.1480,166,17.44
39,2194.6618,0.1175,166,17.77
40,2210.9252,0.1942,166,18.09
41,2213.0538,0.0951,166,18.53
42,2226.8865,0.1284,166,18.86
43,2243.2829,0.1406,166,19.17
44,2243.7567,0.0697,166,19.61
45,2259.2741,0.1362,166,19.92
46,2264.8851,5.2398,166,20.31
47,2275.1409,0.0813,166,20.66
48,2291.1168,0.1505,166,20.95
49,2307.2594,0.2340,166,21.24
50,2323.2077,0.1447,166,21.52
51,2339.4658,0.2254,166,21.80
52,2339.9012,0.0705,166,22.22
53,2355.3338,0.1533,166,22.50
54,2355.7807,0.0729,166,22.92
55,2371.5139,0.1913,166,23.19
56,2371.9748,0.0654,166,23.61
57,2387.6067,0.1361,166,23.87
58,2403.9933,0.1038,166,24.13
59,2419.6068,0.1160,166,24.38
60,2435.9771,0.1260,166,24.63
61,2451.4944,0.1286,166,24.88
62,2451.9209,0.0610,166,25.29
63,2467.8685,0.1513,166,25.53
64,2483.6267,0.0989,166,25.77
65,2499.9239,0.1239,166,26.00
66,2515.5209,0.1072,166,26.24
67,2515.8923,0.0578,166,26.63
68,2531.5673,0.1239,166,26.86
69,2531.9662,0.0579,166,27.25
70,2547.7372,0.1167,166,27.48
71,2563.8442,0.1060,166,27.69
72,2579.6936,0.1172,166,27.91
73,2596.0113,0.1941,166,28.12
74,2597.0121,0.2306,166,28.49
75,2611.9423,0.1651,166,28.71
76,2627.8811,0.1164,166,28.92
77,2643.9645,0.1045,166,29.12
78,2659.8915,0.1161,166,29.32
79,2675.7978,0.0930,166,29.52
80,2691.2318,0.0250,166,29.73
81,2707.1242,0.0702,166,29.92
82,2723.3851,0.1064,166,30.11
83,2723.7763,0.0548,166,30.47
84,2739.6311,0.1039,166,30.66
85,2755.6533,0.1065,166,30.85
86,2771.6857,0.1315,166,31.03
87,2787.673,0.1317,166,31.21
88,2803.6182,0.1235,166,31.39
89,2819.2681,0.1678,166,31.57
90,2819.6726,0.0606,166,31.92
91,2835.3716,0.1229,166,32.09
92,2835.8893,0.1600,166,32.44
93,2851.5432,0.1398,166,32.61
94,2852.3034,0.3838,166,32.96
95,2867.7404,0.0959,166,33.13
96,2883.9717,0.0918,166,33.29
97,2899.8653,0.1560,166,33.45
98,2915.9827,0.1116,166,33.61
99,2931.8059,0.1087,166,33.77
100,2948.3422,0.1078,166,33.92
101,2948.7498,0.0542,166,34.25
102,2964.2786,0.1084,166,34.41
103,2964.6942,0.0555,166,34.74
104,2980.3731,0.1310,166,34.89
105,2980.8116,0.0549,166,35.23
106,2996.3958,0.1462,166,35.38
107,2996.8856,0.0666,166,35.70
108,3012.9864,0.1660,166,35.84
109,3028.928,0.2050,166,35.99
110,3044.9152,0.1744,166,36.13
111,3061.2703,0.1385,166,36.26
112,3061.8175,0.0737,166,36.58
113,3076.5354,0.1097,166,36.73
114,3077.1233,0.0886,166,37.05
115,3092.8172,0.1709,166,37.18
116,3108.8426,0.1101,166,37.31
117,3124.6822,0.1170,166,37.44
118,3140.8819,0.1187,166,37.57
119,3157.2304,0.1174,166,37.69
120,3157.6992,0.0842,166,38.00
121,3173.4578,0.1264,166,38.13
122,3173.9844,0.0687,166,38.44
123,3189.2712,0.0356,166,38.57
124,3205.8346,0.1187,166,38.68
125,3221.946,0.1230,166,38.80
126,3237.3566,0.0772,166,38.92
127,3252.7428,0.0231,166,39.04
128,3268.6345,0.0183,166,39.16
129,3284.7197,0.1072,166,39.27
130,3300.9746,0.1152,166,39.38
131,3317.5692,0.1397,166,39.49
132,3318.1479,0.0812,166,39.78
133,3333.5889,0.1102,166,39.90
134,3350.0687,0.1638,166,40.00
135,3365.7645,0.1110,166,40.11
136,3382.3396,0.1313,166,40.21
137,3382.8844,0.0729,166,40.50
138,3398.6641,0.1215,166,40.60
139,3414.9075,0.1445,166,40.70
140,3430.9948,0.1310,166,40.80
141,3447.184,0.1250,166,40.90
142,3447.6932,0.0619,166,41.19
143,3463.224,0.1024,166,41.29
144,3463.6885,0.0591,166,41.57
145,3479.4186,0.1984,166,41.67
146,3479.8571,0.0632,166,41.96
147,3495.4786,0.1265,166,42.05
148,3495.9497,0.0789,166,42.33
149,3511.5795,0.1226,166,42.43
150,3527.6435,0.1237,166,42.52
151,3543.9441,0.2070,166,42.61
152,3560.3777,0.1186,166,42.69
153,3561.4582,0.1726,166,42.96
154,3563.4483,0.0792,166,43.22
155,3563.7615,0.0703,166,43.49
156,3575.3383,0.0812,166,43.63
157,3575.684,0.0737,166,43.91
158,3590.8697,0.0846,166,44.00
159,3606.4261,0.0200,166,44.09
160,3622.0463,0.0139,166,44.17
161,3637.67,0.0172,166,44.26
162,3653.8334,0.0194,166,44.34
163,3669.8631,0.0299,166,44.42
164,3686.2005,0.0891,166,44.49
165,3702.1069,0.0919,166,44.57
166,3718.253,0.0898,166,44.64
167,3734.1596,0.1850,166,44.72
168,3750.2944,0.1087,166,44.80
169,3750.7548,0.0562,166,45.06
170,3766.3161,0.1127,166,45.14
171,3766.6951,0.0592,166,45.40
172,3782.5109,0.1116,166,45.47
173,3782.9792,0.0566,166,45.73
174,3798.6049,0.1137,166,45.81
175,3814.9269,0.1257,166,45.87
176,3830.9218,0.2341,166,45.94
177,3846.7409,0.1147,166,46.01
178,3862.7179,0.1054,166,46.08
179,3878.7081,0.1288,166,46.15
180,3894.9311,0.1142,166,46.21
181,3910.9141,0.1289,166,46.28
182,3926.9875,0.1130,166,46.35
183,3943.174,0.1140,166,46.41
184,3943.6984,0.0615,166,46.66
185,3959.2158,0.1048,166,46.73
186,3975.2526,0.1018,166,46.79
187,3991.3115,0.1091,166,46.85
188,3991.6968,0.0473,166,47.10
189,4007.3167,0.0994,166,47.16
190,4007.7106,0.0435,166,47.41
191,4023.6065,0.0893,166,47.47
192,4039.4981,0.0912,166,47.53
193,4039.8851,0.0752,166,47.77
194,4055.7443,0.1367,166,47.83
195,4071.5885,0.1350,166,47.89
196,4087.6336,0.1159,166,47.95
197,4103.9853,0.1304,166,48.00
198,4119.8493,0.0953,166,48.06
199,4135.6649,0.1068,166,48.12
200,4151.7482,0.1114,166,48.17
201,4154.9458,1.2761,166,48.38
202,4167.6715,0.1010,166,48.47
203,4183.7291,0.1052,166,48.52
204,4200.0053,0.1285,166,48.57
205,4216.0039,0.1251,166,48.62
206,4231.8957,0.1075,166,48.68
207,4247.8346,0.1051,166,48.73
208,4264.045,0.1956,166,48.78
209,4279.763,0.0764,166,48.83
210,4296.5764,0.3094,166,48.88
211,4312.4773,0.1002,166,48.93
212,4312.8708,0.0438,166,49.16
213,4328.9733,0.1260,166,49.20
214,4330.0353,0.1292,166,49.42
215,4345.2242,0.1751,166,49.48
216,4345.7652,0.0703,166,49.70
217,4360.9587,0.0989,166,49.76
218,4377.1425,0.1054,166,49.80
219,4393.3761,0.1192,166,49.85
220,4393.9094,0.0650,166,50.07
221,4409.4601,0.0981,166,50.12
222,4409.8469,0.0489,166,50.34
223,4425.6587,0.0982,166,50.39
224,4441.5511,0.1043,166,50.43
225,4441.9525,0.0530,166,50.65
226,4458.1885,0.1371,166,50.69
227,4458.7552,0.0702,166,50.91
228,4473.4561,0.1044,166,50.97
229,4473.8671,0.0534,166,51.19
230,4489.8184,0.1162,166,51.23
231,4505.3284,0.1001,166,51.27
232,4505.7463,0.0494,166,51.49
233,4522.0378,0.1187,166,51.53
234,4537.7714,0.1231,166,51.57
235,4554.0579,0.1044,166,51.60
236,4570.3774,0.2853,166,51.64
237,4570.9039,0.0683,166,51.85
238,4586.3896,0.1113,166,51.89
239,4586.8767,0.0595,166,52.11
240,4602.0947,0.1135,166,52.15
241,4618.4269,0.1951,166,52.18
242,4618.9617,0.0646,166,52.39
243,4634.0297,0.1329,166,52.44
244,4650.2742,0.1274,166,52.47
245,4650.74,0.0631,166,52.68
246,4665.9062,0.1306,166,52.72
247,4682.0946,0.1160,166,52.75
248,4697.6954,0.1003,166,52.79
249,4713.8637,0.1067,166,52.82
250,4729.9583,0.1286,166,52.85
251,4746.2322,0.1338,166,52.88
252,4746.7987,0.0775,166,53.09
253,4762.0822,0.1171,166,53.13
254,4778.2685,0.1150,166,53.16
255,4778.7767,0.0591,166,53.36
256,4794.3532,0.0872,166,53.40
257,4794.7024,0.0428,166,53.60
258,4810.5873,0.1112,166,53.63
259,4826.6406,0.1241,166,53.66
260,4842.8957,0.1275,166,53.69
261,4859.3439,0.1360,166,53.71
262,4859.9337,0.0779,166,53.91
263,4875.1196,0.1351,166,53.95
264,4891.3525,0.1058,166,53.97
265,4891.7588,0.0548,166,54.17
266,4907.4731,0.1207,166,54.20
267,4908.1916,0.0868,166,54.40
268,4923.5442,0.0957,166,54.43
269,4923.9221,0.0484,166,54.63
270,4939.5115,0.0939,166,54.66
271,4939.905,0.0480,166,54.86
272,4955.5674,0.0992,166,54.89
273,4955.9874,0.0870,166,55.08
274,4956.7955,0.0509,166,55.28
275,4971.5045,0.0932,166,55.32
276,4971.8672,0.0453,166,55.51
277,4987.4689,0.0935,166,55.54
278,4987.8417,0.0468,166,55.74
279,5003.4216,0.0896,166,55.76
280,5003.8,0.0446,166,55.96
281,5019.47,0.1314,166,55.98
282,5019.8416,0.0478,166,56.18
283,5035.4604,0.0917,166,56.20
284,5035.8239,0.0438,166,56.40
285,5051.4573,0.0890,166,56.42
286,5051.8094,0.0418,166,56.61
287,5067.6513,0.1106,166,56.63
288,5083.9889,0.1043,166,56.65
289,5099.724,0.1682,166,56.67
290,5115.9235,0.0959,166,56.69
291,5132.0618,0.1068,166,56.70
292,5148.2259,0.0926,166,56.72
293,5164.124,0.0998,166,56.74
294,5180.144,0.0868,166,56.76
295,5196.2937,0.1058,166,56.77
296,5196.7672,0.0555,166,56.96
297,5212.5582,0.0895,166,56.98
298,5212.9072,0.0422,166,57.17
299,5228.4893,0.0907,166,57.19
300,5228.8415,0.0416,166,57.37
301,5244.6559,0.1147,166,57.39
302,5269.0901,7.9495,166,57.32
303,5277.3288,0.1124,166,57.42
304,5277.9492,0.1905,166,57.60
305,5293.7256,0.0865,166,57.62
306,5309.7927,0.0972,166,57.63
307,5325.9172,0.0791,166,57.64
308,5341.9612,0.1042,166,57.66
309,5358.1222,0.1058,166,57.67
310,5373.8916,0.1013,166,57.69
311,5390.1888,0.0934,166,57.70
312,5406.0723,0.0893,166,57.71
313,5422.2419,0.0913,166,57.73
314,5422.7006,0.0424,166,57.90
315,5438.4814,0.0750,166,57.92
316,5438.8288,0.0340,166,58.10
317,5454.8764,0.0799,166,58.11
318,5471.0043,0.0759,166,58.12
319,5487.1872,0.0771,166,58.14
320,5503.2494,0.0772,166,58.15
321,5519.1864,0.0776,166,58.16
322,5535.4437,0.0768,166,58.17
323,5535.7685,0.0324,166,58.35
324,5551.3378,0.0765,166,58.36
325,5551.6851,0.0327,166,58.54
326,5567.4745,0.0752,166,58.55
327,5567.8194,0.0320,166,58.73
328,5583.5565,0.0756,166,58.74
329,5583.9075,0.0399,166,58.92
330,5599.4901,0.0858,166,58.93
331,5599.8582,0.0333,166,59.11
332,5615.6706,0.0957,166,59.12
333,5631.9887,0.1002,166,59.13
334,5647.8927,0.0795,166,59.14
335,5663.7599,0.0885,166,59.15
336,5680.3197,0.0946,166,59.15
337,5680.7846,0.0783,166,59.32
338,5696.4353,0.1025,166,59.34
339,5696.9932,0.0545,166,59.51
340,5712.7917,0.0893,166,59.52
341,5728.6685,0.0978,166,59.53
342,5745.2472,0.1118,166,59.53
343,5745.798,0.0596,166,59.70
344,5761.3247,0.1148,166,59.71
345,5761.9086,0.0545,166,59.88
346,5777.2618,0.1074,166,59.89
347,5777.7858,0.0548,166,60.06
348,5793.0544,0.0863,166,60.07
349,5809.6988,0.1017,166,60.07
350,5825.5131,0.1089,166,60.08
351,5825.9371,0.0407,166,60.25
352,5841.7918,0.1056,166,60.26
353,5858.1093,0.0991,166,60.26
354,5874.0771,0.0900,166,60.26
355,5889.8044,0.0943,166,60.27
356,5905.8534,0.0873,166,60.28
357,5921.8073,0.0869,166,60.29
358,5937.738,0.0975,166,60.29
359,5953.6695,0.0959,166,60.30
360,5969.7524,0.1036,166,60.30
361,5986.6209,0.1215,166,60.30
362,6002.3364,0.0991,166,60.31
363,6002.8342,0.0509,166,60.47
364,6018.3422,0.0807,166,60.48
365,6018.7005,0.0348,166,60.64
366,6034.1474,0.0769,166,60.65
367,6050.2232,0.0762,166,60.66
368,6066.0326,0.0859,166,60.67
369,6082.4752,0.0943,166,60.67
370,6082.9357,0.0427,166,60.83
371,6098.5594,0.0787,166,60.83
372,6098.9167,0.0363,166,60.99
373,6114.4767,0.0843,166,61.00
374,6114.8625,0.0397,166,61.16
375,6130.5018,0.0979,166,61.17
376,6130.9429,0.0415,166,61.33
377,6146.5041,0.1059,166,61.34
378,6147.0256,0.0541,166,61.49
379,6162.6565,0.1108,166,61.50
380,6178.6347,0.0942,166,61.50
381,6195.1554,0.0884,166,61.50
382,6211.1572,0.0903,166,61.50
383,6227.4592,0.0806,166,61.50
384,6227.8094,0.0352,166,61.66
385,6243.0783,0.1478,166,61.67
386,6259.2851,0.0970,166,61.67
387,6259.7593,0.0464,166,61.82
388,6274.8879,0.0720,166,61.83
389,6291.47,0.0972,166,61.83
390,6291.9597,0.0464,166,61.98
391,6307.3014,0.0734,166,61.99
392,6307.6799,0.0329,166,62.15
393,6323.7578,0.0917,166,62.15
394,6339.8122,0.0762,166,62.15
395,6355.8027,0.0770,166,62.15
396,6371.78,0.0760,166,62.15
397,6387.9774,0.0910,166,62.15
398,6403.8611,0.0775,166,62.15
399,6419.968,0.0768,166,62.15
400,6435.681,0.0754,166,62.15
401,6452.0688,0.0797,166,62.15
402,6468.1592,0.1232,166,62.15
403,6469.616,0.0766,166,62.29
404,6484.11,0.0818,166,62.31
405,6499.8698,0.0755,166,62.31
406,6516.5207,0.1840,166,62.30
407,6516.9706,0.0466,166,62.45
408,6532.3168,0.0919,166,62.46
409,6532.7729,0.0427,166,62.61
410,6548.5687,0.0913,166,62.61
411,6549.0292,0.0423,166,62.76
412,6564.6059,0.0826,166,62.76
413,6580.6574,0.0866,166,62.76
414,6596.5586,0.0815,166,62.76
415,6596.9144,0.0347,166,62.91
416,6612.5274,0.1040,166,62.91
417,6613.0131,0.0540,166,63.06
418,6628.4896,0.0988,166,63.06
419,6628.9052,0.0415,166,63.21
420,6644.8217,0.1141,166,63.21
421,6660.8633,0.1142,166,63.21
422,6676.9029,0.1109,166,63.20
423,6693.2915,0.1059,166,63.20
424,6693.8165,0.0537,166,63.34
425,6709.0076,0.0938,166,63.35
426,6725.0298,0.0900,166,63.35
427,6741.1705,0.0918,166,63.34
428,6757.3371,0.0855,166,63.34
429,6757.7183,0.0335,166,63.48
430,6773.3452,0.0843,166,63.48
431,6773.7215,0.0378,166,63.63
432,6789.5081,0.0964,166,63.63
433,6790.0538,0.0988,166,63.77
434,6805.7165,0.1029,166,63.77
435,6822.1918,0.1048,166,63.76
436,6822.7089,0.0494,166,63.90
437,6837.7704,0.0842,166,63.91
438,6854.1922,0.0883,166,63.90
439,6870.3047,0.0989,166,63.90
440,6870.8076,0.0500,166,64.04
441,6886.4926,0.0915,166,64.04
442,6886.9092,0.0387,166,64.18
443,6902.8887,0.1157,166,64.18
444,6918.8707,0.0993,166,64.17
445,6934.804,0.0836,166,64.17
446,6951.4203,0.1035,166,64.16
447,6951.9456,0.0547,166,64.30
448,6967.5478,0.1045,166,64.30
449,6968.0729,0.0554,166,64.44
