PacketCount,Sent_Time,Encoding_Time,Size_In_Bytes,Msg_Rate
1,1972.2892,2.8582,166,0.51
2,1973.9062,0.0503,166,1.01
3,1974.0824,0.0401,166,1.52
4,1985.0502,0.0417,166,2.02
5,1986.1765,0.0787,166,2.52
6,2001.4171,0.1967,166,3.00
7,2016.9293,0.0527,166,3.47
8,2017.1426,0.0291,166,3.97
9,2032.8707,0.2089,166,4.43
10,2033.2015,0.1136,166,4.92
11,2048.8604,0.1159,166,5.37
12,2049.336,0.0795,166,5.86
13,2064.8944,0.0956,166,6.30
14,2065.106,0.0723,166,6.78
15,2080.7494,0.0870,166,7.21
16,2096.5221,0.0688,166,7.63
17,2112.2433,0.1402,166,8.05
18,2128.1671,0.0936,166,8.46
19,2143.7922,0.0311,166,8.86
20,2159.5149,0.0401,166,9.26
21,2175.238,0.0641,166,9.65
22,2190.4652,0.0426,166,10.04
23,2206.3974,0.0310,166,10.42
24,2222.2742,0.0418,166,10.80
25,2238.562,0.1431,166,11.17
26,2254.353,0.1884,166,11.53
27,2271.4539,0.3676,166,11.89
28,2287.2864,0.1060,166,12.24
29,2303.1259,0.1090,166,12.59
30,2319.4344,0.1554,166,12.93
31,2335.5105,0.1464,166,13.27
32,2351.6431,0.1227,166,13.61
33,2367.7116,0.1454,166,13.94
34,2368.149,0.0850,166,14.36
35,2383.817,0.1232,166,14.68
36,2384.238,0.0641,166,15.10
37,2399.7485,0.1276,166,15.42
38,2400.1939,0.0786,166,15.83
39,2416.343,0.1974,166,16.14
40,2418.1414,0.1038,166,16.54
41,2432.0019,0.1342,166,16.86
42,2447.8992,0.1261,166,17.16
43,2448.3118,0.0671,166,17.56
44,2464.1769,0.1254,166,17.86
45,2480.2663,0.1124,166,18.14
46,2496.6214,0.2841,166,18.42
47,2497.0781,0.0712,166,18.82
48,2512.8109,0.1044,166,19.10
49,2513.375,0.2055,166,19.50
50,2528.5527,0.1115,166,19.77
51,2544.5895,0.0891,166,20.04
52,2560.5888,0.0908,166,20.31
53,2576.9569,0.1045,166,20.57
54,2593.3706,0.1312,166,20.82
55,2609.5006,0.1114,166,21.08
56,2625.7158,0.1050,166,21.33
57,2626.0763,0.0516,166,21.71
58,2641.5943,0.1171,166,21.96
59,2657.6651,0.1121,166,22.20
60,2658.0427,0.0553,166,22.57
61,2674.0398,0.2546,166,22.81
62,2690.202,0.1256,166,23.05
63,2706.2056,0.1242,166,23.28
64,2722.3334,0.1407,166,23.51
65,2738.3278,0.1238,166,23.74
66,2754.5646,0.1611,166,23.96
67,2755.1063,0.0933,166,24.32
68,2771.0168,0.4281,166,24.54
69,2787.539,0.1721,166,24.75
70,2788.0576,0.0714,166,25.11
71,2803.0607,0.1316,166,25.33
72,2819.2872,0.1404,166,25.54
73,2835.2658,0.1135,166,25.75
74,2851.5222,0.2066,166,25.95
75,2867.3013,0.1088,166,26.16
76,2883.3487,0.1216,166,26.36
77,2899.3977,0.1211,166,26.56
78,2915.6727,0.1274,166,26.75
