Msg_Received,Received_Time,Decoding_Time
1,545.296,4.4459
2,545.5276,0.1679
3,553.4189,0.1536
4,553.5562,0.0808
5,566.5823,0.2812
6,568.4117,0.1107
7,568.647,0.0710
8,584.8438,0.1356
9,601.5005,0.6538
10,618.1765,0.5186
11,618.5684,0.1686
12,633.6769,0.1545
13,633.8796,0.1025
14,652.9058,0.1624
15,666.2943,0.0576
16,666.3566,0.0273
17,681.5158,0.0739
18,681.599,0.0479
19,698.457,0.1391
20,698.8398,0.0662
21,714.5325,0.0798
22,731.0013,0.2012
23,731.2351,0.0753
24,746.7092,0.1252
25,763.0845,0.1310
26,763.2901,0.0805
27,779.0836,0.3200
28,779.3527,0.1408
29,795.3426,0.1582
30,810.6361,0.1748
31,810.8722,0.0792
32,826.8355,0.1338
33,827.1588,0.1084
34,843.3876,0.1992
35,859.1282,0.1282
36,875.2132,0.1282
37,891.1926,0.1281
38,907.0763,0.1281
39,922.6015,0.0443
40,938.376,0.0501
41,954.32,0.0440
42,970.6889,0.0493
43,987.1367,0.1260
44,1002.7503,0.0464
45,1019.0661,0.1182
46,1035.6594,0.1693
47,1051.3798,0.0791
48,1051.4845,0.0403
49,1067.8911,0.1363
50,1084.1557,0.1503
51,1100.428,0.1978
52,1116.496,0.0641
53,1116.5939,0.0321
54,1132.5098,0.0440
55,1132.5602,0.0187
56,1148.8864,0.0447
57,1164.6477,0.0541
58,1164.7134,0.0249
59,1181.4581,0.0884
60,1197.0937,0.1053
61,1213.449,0.1264
62,1229.5784,0.1392
63,1246.1468,0.2647
64,1246.3546,0.0854
65,1262.2358,0.1279
66,1262.4136,0.0705
67,1278.194,0.1421
68,1294.0768,0.1215
69,1310.0084,0.1259
70,1310.179,0.0718
71,1326.4938,0.1474
72,1342.8505,0.2334
73,1359.0299,0.1724
74,1374.9745,0.1208
75,1375.1473,0.0699
76,1390.992,0.1213
77,1391.1639,0.0687
78,1407.3168,0.1154
79,1423.5539,0.1250
80,1439.4106,0.1243
81,1455.3282,0.1311
82,1471.0709,0.1220
83,1486.8106,0.0426
84,1503.1365,0.0574
85,1519.3168,0.1387
86,1535.8113,0.2314
87,1535.9895,0.0637
88,1551.5346,0.1243
89,1551.7107,0.0679
90,1567.8318,0.2246
91,1583.7821,0.1288
92,1583.9853,0.0790
93,1600.3016,0.1305
94,1600.5015,0.0785
95,1615.7368,0.0417
96,1617.6258,0.0439
97,1631.6059,0.0444
98,1631.6595,0.0190
99,1647.6879,0.0516
100,1647.751,0.0233
101,1664.1807,0.0802
102,1680.3288,0.1199
103,1696.1776,0.1197
104,1711.3795,0.1204
105,1728.2694,0.1206
106,1744.0379,0.1204
107,1759.9182,0.2620
108,1760.1184,0.0914
109,1776.4084,0.1407
110,1792.5971,0.1539
111,1808.4653,0.1565
112,1824.5146,0.1529
113,1839.7186,0.0477
114,1855.6629,0.0402
115,1872.0893,0.0358
116,1887.955,0.0498
117,1903.8861,0.0530
118,1919.946,0.0635
119,1936.0426,0.0920
120,1952.3383,0.1963
121,1968.7765,0.2821
122,1969.033,0.0998
123,1984.6091,0.1544
124,1984.8966,0.1788
125,2000.016,0.0626
126,2000.0683,0.0195
127,2016.5678,0.0618
128,2016.6652,0.0308
129,2032.6538,0.0471
130,2049.3125,0.0526
131,2049.376,0.0228
132,2065.2586,0.0585
133,2081.4175,0.0841
134,2097.2828,0.1193
135,2113.4981,0.1195
136,2129.5688,0.1204
137,2145.9214,0.1293
138,2146.1425,0.0741
139,2161.1743,0.1213
140,2177.4661,0.0382
141,2177.5419,0.0479
142,2193.0684,0.0407
143,2208.9041,0.0437
