Msg_Received,Received_Time,Decoding_Time
1,245.44523,9.3091
2,245.692044,0.1078
3,245.829952,0.1079
4,245.908457,0.0541
5,246.027864,0.0997
6,246.090968,0.0407
7,246.149671,0.0411
8,246.205374,0.0389
9,246.30808,0.0865
10,246.423687,0.0438
11,248.765925,0.0440
12,249.70038,0.0441
13,251.895909,0.0438
14,253.406898,0.0435
15,255.986849,0.0436
16,256.67739,0.0446
17,259.092332,0.0446
18,259.539458,0.0431
19,262.085908,0.0466
20,263.077066,0.0464
21,264.994379,0.0441
22,265.051182,0.0383
23,266.939493,0.0640
24,267.183408,0.0430
25,268.914109,0.0887
26,269.008715,0.0717
27,270.740417,0.0270
28,270.78742,0.0193
29,272.674231,0.0274
30,274.425534,0.0261
31,276.287743,0.0671
32,276.330045,0.0192
33,278.224957,0.0211
34,280.184272,0.0207
35,280.454088,0.0195
36,283.618274,0.0193
37,284.352917,0.0195
38,287.11648,0.0221
39,287.154582,0.0152
40,288.191043,0.0292
41,289.238604,0.0765
42,291.123715,0.0206
43,292.653605,0.0658
44,294.337704,0.1898
45,295.593378,0.0154
46,297.380783,0.0195
47,299.334498,0.0185
48,299.3661,0.0094
49,300.611873,0.0178
50,302.079859,0.0167
51,304.13388,0.0177
52,305.32975,0.0233
53,306.639927,0.0200
54,306.671529,0.0093
55,308.163817,0.0138
56,309.082071,0.0138
57,311.767829,0.0144
58,311.795231,0.0093
59,313.610137,0.0149
60,314.660899,0.0137
61,316.3832,0.0153
62,316.417202,0.0105
63,317.006137,0.0136
64,318.263911,0.0143
65,319.595289,0.0171
66,320.865164,0.0169
67,322.342151,0.0149
68,322.369952,0.0093
69,323.86354,0.0138
70,325.078111,0.0138
71,326.316784,0.0137
72,327.652963,0.0140
73,329.452869,0.0138
74,329.47997,0.0093
75,331.267075,0.0140
76,331.294377,0.0092
77,333.155686,0.0139
78,335.114901,0.0263
79,335.156504,0.0103
80,337.275228,0.0250
81,338.853621,0.0203
82,338.886123,0.0095
83,340.513719,0.0320
84,341.635885,0.0247
85,341.673587,0.0102
86,343.164675,0.0173
87,344.302242,0.0188
88,345.825331,0.0244
89,347.228314,0.0198
90,347.261016,0.0100
91,348.550691,0.0142
92,349.88117,0.0134
93,351.199347,0.0129
94,352.503424,0.0119
95,353.955509,0.0118
96,355.275887,0.0118
97,356.736473,0.0116
98,358.077651,0.0138
99,359.375628,0.0138
100,360.865015,0.0145
101,362.188693,0.0128
102,363.376863,0.0184
103,364.755544,0.0164
104,365.987517,0.0152
105,367.280693,0.0120
106,368.614071,0.0160
107,370.180963,0.0142
108,370.208165,0.0095
109,371.301829,0.0137
110,372.450396,0.0140
111,374.04579,0.0141
112,375.275163,0.0140
113,376.60034,0.0138
114,377.963521,0.0142
115,379.420206,0.0143
116,379.447208,0.0093
117,380.806688,0.0154
118,382.259473,0.0147
119,382.286675,0.0093
120,383.450843,0.0135
121,384.901128,0.0136
122,386.28991,0.0140
123,387.664591,0.0139
124,389.01307,0.0140
125,390.250943,0.0138
126,391.609223,0.0141
127,392.995004,0.0168
128,394.292681,0.0588
129,395.570956,0.0159
130,396.993339,0.0210
131,398.495628,0.0189
132,399.920211,0.0130
133,401.158084,0.0604
134,402.583368,0.0140
135,403.957549,0.0126
136,405.596045,0.0139
137,406.309487,0.0149
138,407.739671,0.0133
139,408.970343,0.0118
140,410.516334,0.0132
141,411.890215,0.0135
142,413.130688,0.0138
143,414.399563,0.0107
144,415.937753,0.0144
145,417.326535,0.0104
146,418.761119,0.0127
147,419.785279,0.0103
148,421.251566,0.0093
149,422.678649,0.0095
150,424.071631,0.0138
151,425.159195,0.0125
152,426.638582,0.0125
153,426.675884,0.0093
154,428.082867,0.0202
155,429.234335,0.0202
156,430.561013,0.0151
157,432.465525,0.0128
158,432.491426,0.0081
159,433.715798,0.0124
160,435.077878,0.0124
161,436.842282,0.0123
162,437.613827,0.0124
163,439.496738,0.0123
164,439.52274,0.0079
165,440.284384,0.0162
166,442.115692,0.0121
167,442.876937,0.0121
168,444.764448,0.0139
169,445.915316,0.0125
170,445.944417,0.0115
171,447.448006,0.0966
172,448.769183,0.0120
173,449.868148,0.0110
174,451.290132,0.0112
175,452.555706,0.0107
176,453.694073,0.0109
177,455.01485,0.0112
178,455.038852,0.0066
179,456.443334,0.0111
180,457.792214,0.0110
181,457.816115,0.0066
182,459.439511,0.0181
183,460.836493,0.0114
184,462.010862,0.0110
185,463.313638,0.0109
186,464.601014,0.0110
187,464.624815,0.0068
188,465.940093,0.0109
189,467.361776,0.0109
190,468.846664,0.0109
191,469.909326,0.0109
192,471.313509,0.0110
193,472.620786,0.0109
194,474.027768,0.0109
195,475.342146,0.0115
196,476.521715,0.0107
197,477.916397,0.0113
198,479.134969,0.0120
199,480.263135,0.0116
200,481.563711,0.0113
201,482.993195,0.0566
202,484.334874,0.0115
203,485.701455,0.0108
204,486.975329,0.0110
205,488.292307,0.0108
206,489.754993,0.0107
207,491.086271,0.0107
208,492.408349,0.0108
209,493.997342,0.0132
210,494.022544,0.0065
211,495.033403,0.0113
212,496.625897,0.0108
213,498.013778,0.0108
214,499.381459,0.0108
215,500.619632,0.0108
216,501.804601,0.0108
217,503.243186,0.0107
218,504.590265,0.0105
219,505.844839,0.0111
220,507.105713,0.0108
221,508.172476,0.0111
222,509.463452,0.0128
223,510.953639,0.0268
224,510.995942,0.0097
225,512.233214,0.0132
226,513.85771,0.0129
227,513.885712,0.0096
228,515.240191,0.0566
229,516.536667,0.0108
230,516.564469,0.0059
231,517.94785,0.0099
232,519.13282,0.0097
233,520.355092,0.0099
234,520.377893,0.0058
235,521.834179,0.0097
236,523.166557,0.0096
237,524.535338,0.0099
238,525.719307,0.0111
239,527.031684,0.0106
240,528.548074,0.0096
241,529.85275,0.0101
242,529.876152,0.0061
243,531.138326,0.0099
244,532.345797,0.0100
245,533.76568,0.0102
246,533.788182,0.0058
247,534.879946,0.0100
248,536.373634,0.0191
249,537.67141,0.0143
250,538.960786,0.0097
251,540.205159,0.0112
252,540.234361,0.0062
253,541.529337,0.0154
254,543.317942,0.0101
255,543.349344,0.0091
256,544.918636,0.1064
257,546.530331,0.0134
258,547.7075,0.0129
259,548.89997,0.0078
260,550.370056,0.0078
261,551.775739,0.0078
262,551.802841,0.0064
263,553.15892,0.0076
264,554.585804,0.0077
265,554.610906,0.0046
266,555.856379,0.0150
267,557.39917,0.0087
268,558.442831,0.0078
269,559.552596,0.0305
270,560.865974,0.0158
271,562.012841,0.0087
272,563.449625,0.0081
273,565.100122,0.0082
274,565.124124,0.0065
275,566.233789,0.0077
276,567.405258,0.0077
277,568.818041,0.0076
278,570.365932,0.0120
279,572.03953,0.0134
280,573.667726,0.0084
281,573.694528,0.0046
282,574.701687,0.0125
283,576.144072,0.0115
284,577.239636,0.0079
285,578.65842,0.0078
286,579.921494,0.0080
287,581.230171,0.0119
288,582.824164,0.0078
289,584.089139,0.0078
290,585.241007,0.0080
291,586.643889,0.0135
292,587.789156,0.0079
293,589.170038,0.0079
294,590.272002,0.0085
295,591.477973,0.0122
296,592.805551,0.0077
297,594.027423,0.0078
298,595.348501,0.0078
299,596.733282,0.0125
300,597.918452,0.0116
301,599.357437,0.0079
302,600.651213,0.0078
303,601.943089,0.0208
304,603.209863,0.0137
305,604.52754,0.0080
306,605.784414,0.0077
307,607.172996,0.0081
308,608.361166,0.0118
309,609.717746,0.0076
310,610.944918,0.0076
311,612.205092,0.0106
312,613.608374,0.0128
313,614.940053,0.0082
314,616.144423,0.0080
315,617.524905,0.0139
316,618.648171,0.0176
317,619.944347,0.0127
318,621.460536,0.0101
319,622.799315,0.0077
320,622.823516,0.0069
321,623.811774,0.0116
322,625.194956,0.0077
323,626.864654,0.2066
324,627.928416,0.0138
325,629.100585,0.0108
326,630.455365,0.0095
327,631.681937,0.0079
328,632.961112,0.0098
329,634.513803,0.0131
330,635.630269,0.0074
331,637.061153,0.0072
332,638.280325,0.0076
333,639.804514,0.0128
334,639.829316,0.0043
335,640.862677,0.0076
336,642.089949,0.0079
337,643.425827,0.0124
338,644.899014,0.0117
339,646.212991,0.0078
340,647.516568,0.0078
341,648.75244,0.0129
342,649.973912,0.0165
343,651.366994,0.0075
344,652.565165,0.0075
345,654.052452,0.0078
346,655.136216,0.0116
347,656.595802,0.0077
348,657.638863,0.0075
349,657.664164,0.0045
350,659.205855,0.0123
351,660.552634,0.0076
352,660.579136,0.0045
353,661.897013,0.0079
354,663.313897,0.0118
355,664.56237,0.0081
356,665.545228,0.0084
357,666.986412,0.0076
358,668.057675,0.0126
359,668.081577,0.0041
360,669.31975,0.0077
361,670.647728,0.0076
362,671.976906,0.0077
363,673.312684,0.0147
364,674.558558,0.0074
365,675.79773,0.0073
366,676.9799,0.0074
367,678.298077,0.0117
368,679.569952,0.0142
369,680.952334,0.0182
370,682.186306,0.0135
371,683.598889,0.0221
372,684.910666,0.0218
373,686.108137,0.0158
374,686.148939,0.0048
375,687.309507,0.0242
376,688.54838,0.0177
377,689.935262,0.0128
378,689.969464,0.0043
379,691.26694,0.0191
380,692.610719,0.0194
381,693.846592,0.0117
382,694.922355,0.0097
383,696.304936,0.0112
384,697.420702,0.0158
385,698.773181,0.0130
386,700.141262,0.0096
387,701.30463,0.0093
388,702.591206,0.0154
389,703.85338,0.0096
390,704.975946,0.0085
391,706.305624,0.0069
392,707.523296,0.0136
393,708.805271,0.0132
394,710.199953,0.0097
395,711.581734,0.0090
396,712.827107,0.0182
397,714.140785,0.0231
398,715.321054,0.0103
399,716.627731,0.0082
400,717.992911,0.0132
401,719.4995,0.0230
402,719.531302,0.0044
403,720.786075,0.0135
404,722.147755,0.0128
405,723.485034,0.0185
406,724.724707,0.0091
407,725.852573,0.0117
408,727.250255,0.0150
409,728.804947,0.0180
410,728.833849,0.0072
411,730.523348,0.0707
412,731.627213,0.0154
413,733.084798,0.0202
414,734.314571,0.0148
415,735.613347,0.0079
416,736.833919,0.0071
417,738.2086,0.0118
418,739.683286,0.0114
419,740.812453,0.0072
420,741.975321,0.0069
421,743.292299,0.0075
422,744.480268,0.0110
423,745.817647,0.0077
424,745.844649,0.0041
425,747.801264,0.0149
426,748.682615,0.0146
427,750.088498,0.0085
428,751.47468,0.0079
429,751.500481,0.0042
430,752.960067,0.0121
431,754.292745,0.0073
432,754.318747,0.0041
433,755.791133,0.0072
434,757.143513,0.0131
435,757.165614,0.0041
436,758.539995,0.0072
437,759.888174,0.0075
438,759.915476,0.0095
439,761.34496,0.0598
440,762.653937,0.0113
441,763.978015,0.0145
442,765.25859,0.0182
443,766.488362,0.0120
444,767.885944,0.0072
445,769.191021,0.0071
446,776.922076,0.0099
447,776.952177,0.0043
448,777.017881,0.0222
449,777.039583,0.0041
450,777.060184,0.0037
451,777.073985,0.0036
452,778.551071,0.0143
453,779.852648,0.0148
454,781.088321,0.0147
455,782.156283,0.0104
456,783.28215,0.0078
457,784.711134,0.0081
458,784.733535,0.0039
459,785.939406,0.0084
460,787.238082,0.0082
461,788.475155,0.0070
462,788.496156,0.0040
463,789.864837,0.0071
464,791.076908,0.0077
465,792.152071,0.0072
466,792.173572,0.0039
467,793.49905,0.0081
468,794.747424,0.0106
469,796.404521,0.0121
470,797.662895,0.0135
471,799.006074,0.0110
472,799.031075,0.0033
473,800.179343,0.0063
474,801.467019,0.0065
475,802.543582,0.0071
476,803.838358,0.0066
477,805.181437,0.0066
478,806.511715,0.0063
479,807.914898,0.0065
480,809.189873,0.0064
481,809.209974,0.0032
482,810.735664,0.0095
483,812.19905,0.0071
484,812.220051,0.0034
485,813.581831,0.0110
486,815.213627,0.0122
487,815.241829,0.0034
488,816.233087,0.0072
489,817.582066,0.0055
490,819.101855,0.0052
491,821.534298,0.0071
492,821.5565,0.0035
493,821.570101,0.0030
494,824.090649,0.0050
495,824.10875,0.0033
496,826.281978,0.0054
497,826.789307,0.0050
498,828.296996,0.0061
499,829.38846,0.0058
500,830.544328,0.0122
501,832.295431,0.0084
502,833.585607,0.0117
503,835.33001,0.0130
504,835.366812,0.0041
505,836.319268,0.0059
506,837.799355,0.0051
507,840.09529,0.0059
508,840.113591,0.0031
509,841.692484,0.0050
510,843.608496,0.0064
511,844.417744,0.0065
512,845.894031,0.0122
513,847.179406,0.0147
514,848.325574,0.0104
515,849.568047,0.0077
516,851.406355,0.0062
517,851.425556,0.0034
518,852.279206,0.0053
519,854.712349,0.0065
520,854.73195,0.0034
521,856.519255,0.0065
522,857.653322,0.0067
523,857.731126,0.0046
