PacketCount,Sent_Time,Encoding_Time,Size_In_Bytes,Msg_Rate
1,517.4477,0.4884,1280,1.93
2,520.1322,0.0544,1280,3.85
3,531.9185,0.0734,1280,5.64
4,540.3021,0.0804,1280,7.40
5,540.7573,0.0633,1280,9.25
6,541.8574,0.0674,1280,11.07
7,547.7117,0.0685,1280,12.78
8,563.6191,0.0809,1280,14.19
9,580.0207,0.5262,1280,15.52
10,595.8416,0.1788,1280,16.78
11,612.0183,0.0678,1280,17.97
12,628.2132,0.0837,1280,19.10
13,628.5648,0.0430,1280,20.68
14,644.1927,0.1136,1280,21.73
15,644.5586,0.0354,1280,23.27
16,663.7091,0.0975,1280,24.11
17,676.0186,0.0624,1280,25.15
18,691.9782,0.0558,1280,26.01
19,707.7415,0.0473,1280,26.85
20,723.8706,0.0597,1280,27.63
21,739.9376,0.0979,1280,28.38
22,755.9223,0.1014,1280,29.10
23,771.8955,0.0880,1280,29.80
24,788.4132,0.1105,1280,30.44
25,788.8771,0.0425,1280,31.69
26,804.4174,0.1096,1280,32.32
27,804.8509,0.0444,1280,33.55
28,820.5645,0.0941,1280,34.12
29,836.5217,0.1189,1280,34.67
30,852.9246,0.1476,1280,35.17
31,868.853,0.1013,1280,35.68
32,884.9331,0.1182,1280,36.16
33,885.6671,0.0886,1280,37.26
34,900.5684,0.0977,1280,37.75
35,916.8215,0.1439,1280,38.18
36,932.8125,0.1058,1280,38.59
37,949.2555,0.1086,1280,38.98
38,949.6308,0.0338,1280,40.02
39,965.315,0.1010,1280,40.40
40,965.6874,0.0311,1280,41.42
41,981.394,0.0759,1280,41.78
42,981.731,0.0415,1280,42.78
43,997.1823,0.0699,1280,43.12
44,1013.4151,0.1585,1280,43.42
45,1013.7671,0.0554,1280,44.39
46,1029.0218,0.0575,1280,44.70
47,1045.1614,0.0708,1280,44.97
48,1061.4973,0.0884,1280,45.22
49,1077.6467,0.1055,1280,45.47
50,1093.8213,0.0971,1280,45.71
51,1109.8612,0.0919,1280,45.95
52,1125.9799,0.1075,1280,46.18
53,1141.8234,0.1037,1280,46.42
54,1158.0373,0.1055,1280,46.63
55,1174.1234,0.1773,1280,46.84
56,1190.0063,0.1147,1280,47.06
57,1206.0323,0.1075,1280,47.26
58,1222.289,0.1264,1280,47.45
59,1223.1881,0.1297,1280,48.23
60,1223.6368,0.0794,1280,49.03
61,1238.4457,0.0859,1280,49.26
62,1238.8175,0.0332,1280,50.05
63,1254.5791,0.0564,1280,50.22
64,1270.7784,0.0608,1280,50.36
65,1285.6999,0.0895,1280,50.56
66,1301.6594,0.0985,1280,50.70
67,1317.9121,0.1026,1280,50.84
68,1333.999,0.1086,1280,50.97
69,1350.3885,0.0990,1280,51.10
70,1350.9375,0.0395,1280,51.82
71,1366.4948,0.1257,1280,51.96
72,1382.7615,0.1143,1280,52.07
73,1398.668,0.1123,1280,52.19
74,1414.5646,0.1176,1280,52.31
75,1430.8056,0.1188,1280,52.42
76,1446.9396,0.1164,1280,52.52
77,1462.9402,0.1108,1280,52.63
78,1479.4377,0.1048,1280,52.72
79,1479.8148,0.0340,1280,53.39
80,1495.3462,0.1586,1280,53.50
81,1495.7201,0.0355,1280,54.15
82,1511.1508,0.1082,1280,54.26
83,1527.109,0.0878,1280,54.35
84,1542.8356,0.0653,1280,54.45
85,1559.0639,0.0875,1280,54.52
86,1575.0406,0.0904,1280,54.60
87,1591.2021,0.0901,1280,54.68
88,1591.5365,0.0298,1280,55.29
89,1607.2532,0.1093,1280,55.37
90,1607.7098,0.0421,1280,55.98
91,1623.2839,0.1041,1280,56.06
92,1623.6396,0.0319,1280,56.66
93,1639.482,0.1098,1280,56.73
94,1655.4794,0.0876,1280,56.78
95,1671.764,0.1063,1280,56.83
96,1688.0076,0.1015,1280,56.87
97,1704.1605,0.1093,1280,56.92
98,1704.5662,0.0343,1280,57.49
