PacketCount,Sent_Time,Encoding_Time,Size_In_Bytes,Msg_Rate
1,501.9558,0.5519,1280,1.99
2,504.2744,0.0524,1280,3.97
3,516.8108,0.0507,1280,5.80
4,532.6521,0.1114,1280,7.51
5,533.2614,0.1492,1280,9.38
6,535.0531,0.0572,1280,11.21
7,536.9376,0.0588,1280,13.04
8,537.3535,0.0402,1280,14.89
9,549.1616,0.3711,1280,16.39
10,565.0837,0.1672,1280,17.70
11,581.0872,0.0597,1280,18.93
12,596.9291,0.0649,1280,20.10
13,597.2002,0.0338,1280,21.77
14,613.5891,0.1249,1280,22.82
15,629.4364,0.0965,1280,23.83
16,645.2834,0.0955,1280,24.80
17,661.2815,0.1543,1280,25.71
18,677.427,0.0928,1280,26.57
19,693.7074,0.1061,1280,27.39
20,709.7868,0.0842,1280,28.18
21,710.1288,0.0312,1280,29.57
22,725.7908,0.0999,1280,30.31
23,726.1874,0.0317,1280,31.67
24,741.7547,0.0939,1280,32.36
25,742.1202,0.0337,1280,33.69
26,758.0801,0.0924,1280,34.30
27,774.0587,0.0999,1280,34.88
28,790.5037,0.0958,1280,35.42
29,806.5037,0.0967,1280,35.96
30,822.7477,0.0981,1280,36.46
31,823.1367,0.0374,1280,37.66
32,838.8455,0.0964,1280,38.15
33,839.2506,0.0530,1280,39.32
34,855.1556,0.0966,1280,39.76
35,871.0078,0.0993,1280,40.18
36,871.3899,0.0379,1280,41.31
37,887.4843,0.0970,1280,41.69
38,903.3964,0.0972,1280,42.06
39,919.7737,0.0935,1280,42.40
40,920.3042,0.1498,1280,43.46
41,935.4651,0.0877,1280,43.83
42,936.1338,0.0312,1280,44.87
43,951.9536,0.1142,1280,45.17
44,952.4329,0.0569,1280,46.20
45,968.0139,0.0985,1280,46.49
46,968.4384,0.0373,1280,47.50
47,983.9258,0.0994,1280,47.77
48,984.3444,0.0392,1280,48.76
49,1000.2939,0.0993,1280,48.99
50,1016.349,0.0987,1280,49.20
51,1032.4271,0.1009,1280,49.40
52,1048.4886,0.1455,1280,49.60
53,1064.6635,0.0899,1280,49.78
