PacketCount,Sent_Time,Encoding_Time,Size_In_Bytes,Msg_Rate
1,448.5765,0.4679,1280,2.23
2,451.8081,0.0798,1280,4.43
3,463.8333,0.0552,1280,6.47
4,479.813,0.1148,1280,8.34
5,493.6681,0.0984,1280,10.13
6,495.3967,0.0246,1280,12.11
7,496.7867,0.0208,1280,14.09
8,511.2243,0.0354,1280,15.65
9,527.3813,0.4011,1280,17.07
10,528.074,0.2417,1280,18.94
11,543.54,0.1370,1280,20.24
12,544.1701,0.0409,1280,22.05
13,559.6727,0.1038,1280,23.23
14,575.8947,0.1047,1280,24.31
15,592.2488,0.1115,1280,25.33
16,592.9776,0.0993,1280,26.98
17,608.262,0.0986,1280,27.95
18,624.063,0.1097,1280,28.84
19,640.4388,0.1084,1280,29.67
20,640.9092,0.0408,1280,31.21
21,656.0121,0.1166,1280,32.01
22,672.3599,0.1131,1280,32.72
23,672.7916,0.0445,1280,34.19
24,688.2118,0.0899,1280,34.87
25,704.4254,0.0990,1280,35.49
26,704.8067,0.0357,1280,36.89
27,721.0793,0.1359,1280,37.44
28,736.9879,0.1332,1280,37.99
29,752.9939,0.0986,1280,38.51
30,769.1765,0.0887,1280,39.00
31,785.299,0.0980,1280,39.48
32,801.4353,0.0881,1280,39.93
33,801.8129,0.0309,1280,41.16
34,817.9948,0.0855,1280,41.57
35,834.0473,0.0972,1280,41.96
36,850.4472,0.0923,1280,42.33
37,850.8382,0.0382,1280,43.49
38,866.3854,0.0979,1280,43.86
39,866.8449,0.0401,1280,44.99
40,882.2245,0.0673,1280,45.34
41,898.2785,0.0947,1280,45.64
42,914.5567,0.0976,1280,45.92
43,914.9418,0.0379,1280,47.00
44,930.893,0.1170,1280,47.27
45,946.841,0.1038,1280,47.53
46,963.4178,0.2854,1280,47.75
47,964.7829,0.1668,1280,48.72
48,979.5237,0.1169,1280,49.00
49,980.3724,0.1238,1280,49.98
50,980.7529,0.0371,1280,50.98
51,995.5389,0.1130,1280,51.23
52,996.0339,0.1184,1280,52.21
53,1011.0937,0.1023,1280,52.42
54,1027.642,0.1013,1280,52.55
55,1028.1084,0.0420,1280,53.50
56,1043.6929,0.0901,1280,53.66
57,1059.6285,0.0855,1280,53.79
58,1060.0051,0.0314,1280,54.72
59,1075.774,0.1052,1280,54.84
60,1091.9538,0.0988,1280,54.95
61,1107.8215,0.0864,1280,55.06
62,1123.9386,0.1092,1280,55.16
63,1139.9176,0.1080,1280,55.27
64,1156.1519,0.2285,1280,55.36
65,1172.1838,0.1135,1280,55.45
66,1188.1349,0.0988,1280,55.55
67,1204.0094,0.0991,1280,55.65
68,1220.2862,0.0965,1280,55.72
69,1236.444,0.1141,1280,55.81
70,1237.1849,0.0916,1280,56.58
71,1252.0479,0.1023,1280,56.71
72,1268.4808,0.1210,1280,56.76
73,1268.9628,0.0383,1280,57.53
74,1284.1027,0.1164,1280,57.63
75,1300.3297,0.0928,1280,57.68
76,1316.0749,0.0895,1280,57.75
77,1332.8113,0.1733,1280,57.77
78,1348.5752,0.1081,1280,57.84
79,1349.0258,0.0399,1280,58.56
80,1364.5113,0.1110,1280,58.63
81,1364.9584,0.0390,1280,59.34
82,1380.654,0.1156,1280,59.39
83,1396.9122,0.1433,1280,59.42
84,1413.3578,0.1139,1280,59.43
85,1413.7676,0.0399,1280,60.12
86,1429.1732,0.1184,1280,60.17
87,1445.6666,0.0996,1280,60.18
88,1461.396,0.1159,1280,60.22
89,1461.8139,0.0382,1280,60.88
90,1477.7222,0.1144,1280,60.90
91,1493.6949,0.1056,1280,60.92
92,1510.1599,0.1052,1280,60.92
93,1525.9037,0.0947,1280,60.95
94,1542.2955,0.1100,1280,60.95
95,1558.4404,0.0903,1280,60.96
96,1558.7842,0.0327,1280,61.59
97,1574.4595,0.0908,1280,61.61
98,1574.8343,0.0313,1280,62.23
99,1590.6968,0.1008,1280,62.24
100,1606.9912,0.1079,1280,62.23
101,1622.4989,0.0922,1280,62.25
102,1622.9517,0.0752,1280,62.85
103,1638.3744,0.1070,1280,62.87
104,1638.8175,0.0358,1280,63.46
105,1654.792,0.0904,1280,63.45
106,1670.8269,0.0901,1280,63.44
107,1686.9237,0.1075,1280,63.43
108,1702.6044,0.0906,1280,63.43
109,1702.9604,0.0329,1280,64.01
110,1704.5245,0.0666,1280,64.53
111,1704.7919,0.0351,1280,65.11
112,1718.9533,0.2161,1280,65.16
113,1735.064,0.0826,1280,65.13
114,1751.0837,0.1043,1280,65.10
115,1767.0018,0.0770,1280,65.08
116,1783.2923,0.0973,1280,65.05
117,1799.5572,0.1057,1280,65.02
118,1799.9254,0.0293,1280,65.56
119,1815.4813,0.0956,1280,65.55
120,1815.9195,0.0298,1280,66.08
121,1831.4393,0.0930,1280,66.07
122,1831.8149,0.0282,1280,66.60
123,1847.51,0.0965,1280,66.58
124,1847.8648,0.0311,1280,67.10
125,1863.5995,0.0857,1280,67.07
126,1863.9461,0.0289,1280,67.60
127,1879.4369,0.0965,1280,67.57
128,1879.815,0.0284,1280,68.09
129,1895.4041,0.0857,1280,68.06
130,1895.7267,0.0294,1280,68.58
131,1911.4367,0.0951,1280,68.53
132,1911.8163,0.0295,1280,69.04
133,1927.7261,0.0887,1280,68.99
134,1943.5498,0.0842,1280,68.95
135,1943.8938,0.0299,1280,69.45
136,1959.7208,0.1002,1280,69.40
137,1975.7635,0.1014,1280,69.34
138,1992.1597,0.1076,1280,69.27
139,2008.153,0.0909,1280,69.22
140,2024.15,0.0920,1280,69.16
141,2040.4115,0.0972,1280,69.10
142,2040.839,0.0456,1280,69.58
143,2056.0996,0.1121,1280,69.55
144,2072.4342,0.1024,1280,69.48
145,2072.8336,0.0307,1280,69.95
146,2088.5246,0.0960,1280,69.91
147,2088.9015,0.0303,1280,70.37
148,2104.8339,0.0944,1280,70.31
149,2120.7848,0.0991,1280,70.26
150,2136.8887,0.1002,1280,70.20
151,2152.6551,0.0894,1280,70.15
152,2168.605,0.0936,1280,70.09
153,2168.9981,0.0401,1280,70.54
154,2184.7364,0.1634,1280,70.49
155,2200.8365,0.1115,1280,70.43
156,2216.4899,0.1047,1280,70.38
157,2216.9695,0.0411,1280,70.82
158,2232.8319,0.3495,1280,70.76
159,2249.1785,0.2296,1280,70.69
160,2265.0679,0.0907,1280,70.64
161,2281.3792,0.0907,1280,70.57
162,2281.7641,0.0330,1280,71.00
163,2297.4651,0.1222,1280,70.95
164,2297.921,0.0368,1280,71.37
165,2313.4791,0.0919,1280,71.32
166,2313.8553,0.0339,1280,71.74
167,2329.8715,0.1020,1280,71.68
168,2345.9534,0.0867,1280,71.61
169,2361.8776,0.0863,1280,71.55
170,2378.2208,0.1104,1280,71.48
171,2378.7426,0.0468,1280,71.89
172,2394.1614,0.1109,1280,71.84
173,2394.7378,0.0478,1280,72.24
174,2410.6131,0.2292,1280,72.18
175,2411.1188,0.0518,1280,72.58
176,2425.6042,0.0537,1280,72.56
177,2425.8265,0.0212,1280,72.96
178,2441.0875,0.0147,1280,72.92
179,2456.9044,0.0357,1280,72.86
180,2472.9958,0.0534,1280,72.79
181,2489.676,0.0959,1280,72.70
182,2505.5431,0.0856,1280,72.64
183,2505.8743,0.0272,1280,73.03
184,2521.9792,0.0883,1280,72.96
185,2537.7982,0.1980,1280,72.90
186,2554.0378,0.1073,1280,72.83
187,2570.1789,0.0899,1280,72.76
188,2586.1623,0.1049,1280,72.69
189,2602.3993,0.1106,1280,72.63
190,2603.2169,0.1427,1280,72.99
191,2618.3914,0.0983,1280,72.95
192,2618.7754,0.0411,1280,73.32
193,2634.0756,0.1148,1280,73.27
194,2650.2397,0.1049,1280,73.20
195,2666.3817,0.1131,1280,73.13
196,2666.8412,0.0555,1280,73.50
197,2682.5402,0.1068,1280,73.44
198,2682.9571,0.0330,1280,73.80
199,2698.8158,0.0908,1280,73.74
200,2714.8855,0.0930,1280,73.67
201,2731.4542,0.0955,1280,73.59
202,2731.8753,0.0417,1280,73.94
203,2747.3749,0.0954,1280,73.89
204,2747.744,0.0265,1280,74.24
205,2763.6151,0.0817,1280,74.18
206,2763.9452,0.0258,1280,74.53
207,2779.3979,0.0824,1280,74.48
208,2779.7562,0.0470,1280,74.83
209,2796.0593,0.0966,1280,74.75
210,2811.9865,0.0942,1280,74.68
211,2828.0723,0.0988,1280,74.61
212,2843.9748,0.0930,1280,74.54
213,2860.166,0.1054,1280,74.47
214,2876.3155,0.1185,1280,74.40
215,2892.8098,0.1066,1280,74.32
216,2909.0636,0.1128,1280,74.25
217,2925.0933,0.0933,1280,74.19
218,2941.5894,0.1059,1280,74.11
219,2942.0067,0.0326,1280,74.44
220,2957.4941,0.1390,1280,74.39
221,2957.9198,0.0350,1280,74.71
222,2973.5611,0.0911,1280,74.66
223,2973.9583,0.0310,1280,74.98
224,2989.9548,0.1069,1280,74.92
225,3005.8754,0.1056,1280,74.85
226,3021.4853,0.1198,1280,74.80
227,3021.898,0.0347,1280,75.12
228,3037.6261,0.1096,1280,75.06
229,3038.0481,0.0323,1280,75.38
230,3053.9337,0.1176,1280,75.31
231,3070.3209,0.1102,1280,75.24
232,3070.8641,0.0732,1280,75.55
233,3086.0988,0.0964,1280,75.50
234,3102.2078,0.0794,1280,75.43
235,3118.5613,0.1210,1280,75.36
236,3119.1197,0.0478,1280,75.66
237,3134.6584,0.1085,1280,75.61
238,3150.3831,0.1266,1280,75.55
239,3150.8586,0.0487,1280,75.85
240,3166.1894,0.1052,1280,75.80
241,3182.119,0.0854,1280,75.74
242,3197.9917,0.0782,1280,75.67
243,3214.2663,0.1246,1280,75.60
244,3230.0455,0.0815,1280,75.54
245,3246.5766,0.1263,1280,75.46
246,3247.0299,0.0383,1280,75.76
247,3262.5509,0.0850,1280,75.71
248,3262.8895,0.0276,1280,76.01
249,3278.8679,0.1035,1280,75.94
250,3294.5724,0.1003,1280,75.88
251,3296.9607,2.0119,1280,76.13
252,3310.9512,0.1005,1280,76.11
253,3327.0945,0.1084,1280,76.04
254,3343.2698,0.1056,1280,75.97
255,3359.305,0.1037,1280,75.91
256,3359.7403,0.0522,1280,76.20
257,3375.2001,0.0914,1280,76.14
258,3391.4014,0.0895,1280,76.07
259,3391.7851,0.0299,1280,76.36
260,3407.6477,0.1124,1280,76.30
261,3423.8478,0.1054,1280,76.23
262,3439.8463,0.1182,1280,76.17
263,3456.0283,0.1090,1280,76.10
264,3472.2171,0.1062,1280,76.03
265,3472.7452,0.0471,1280,76.31
266,3488.0606,0.0901,1280,76.26
267,3504.0254,0.0909,1280,76.20
268,3520.3612,0.1359,1280,76.13
269,3520.9081,0.0558,1280,76.40
270,3536.0271,0.1101,1280,76.36
271,3552.2012,0.1031,1280,76.29
272,3568.3517,0.0849,1280,76.23
273,3568.7295,0.0282,1280,76.50
274,3584.0589,0.0831,1280,76.45
275,3600.436,0.1416,1280,76.38
276,3601.3928,0.1200,1280,76.64
277,3601.8395,0.0386,1280,76.91
278,3616.135,0.1014,1280,76.88
279,3632.332,0.0967,1280,76.81
280,3632.6986,0.0258,1280,77.08
281,3648.0908,0.0827,1280,77.03
282,3664.2565,0.0836,1280,76.96
283,3680.1017,0.0973,1280,76.90
284,3696.4187,0.1109,1280,76.83
285,3696.843,0.0690,1280,77.09
286,3712.3193,0.0886,1280,77.04
287,3712.7203,0.0374,1280,77.30
288,3728.6893,0.1002,1280,77.24
289,3744.8488,0.0870,1280,77.17
290,3760.8679,0.0852,1280,77.11
291,3776.7448,0.0902,1280,77.05
292,3793.1891,0.1047,1280,76.98
293,3809.4272,0.1141,1280,76.91
294,3809.9657,0.0466,1280,77.17
295,3825.0778,0.1060,1280,77.12
296,3841.117,0.0917,1280,77.06
297,3857.0132,0.0892,1280,77.00
298,3873.3845,0.0981,1280,76.94
299,3873.7899,0.0393,1280,77.19
300,3889.3734,0.0984,1280,77.13
301,3889.7812,0.0294,1280,77.38
302,3905.4246,0.1008,1280,77.33
303,3905.8104,0.0260,1280,77.58
304,3921.3245,0.1038,1280,77.52
305,3921.7445,0.0317,1280,77.77
306,3937.4054,0.1071,1280,77.72
307,3937.8862,0.0436,1280,77.96
308,3953.1062,0.0958,1280,77.91
309,3969.6971,0.1039,1280,77.84
310,3985.4931,0.1205,1280,77.78
311,3985.8698,0.0320,1280,78.03
312,4001.6839,0.1065,1280,77.97
313,4017.4275,0.1102,1280,77.91
314,4017.9711,0.0428,1280,78.15
315,4033.5728,0.0948,1280,78.09
316,4033.9557,0.0276,1280,78.34
317,4049.8002,0.0985,1280,78.28
318,4065.9133,0.1778,1280,78.21
319,4081.7825,0.1136,1280,78.15
320,4097.7006,0.0967,1280,78.09
321,4113.9782,0.1082,1280,78.03
322,4130.2898,0.1007,1280,77.96
323,4131.025,0.0757,1280,78.19
324,4146.591,0.1033,1280,78.14
325,4147.0651,0.0392,1280,78.37
326,4162.1546,0.0927,1280,78.32
327,4178.5215,0.1043,1280,78.26
328,4178.9903,0.0406,1280,78.49
329,4194.6713,0.1085,1280,78.43
330,4211.1995,0.1077,1280,78.36
331,4227.2512,0.1137,1280,78.30
332,4227.7743,0.0474,1280,78.53
333,4243.6742,0.1479,1280,78.47
334,4259.5814,0.1056,1280,78.41
335,4260.0477,0.0750,1280,78.64
336,4275.1038,0.0882,1280,78.59
337,4291.6756,0.1176,1280,78.52
338,4307.2697,0.1011,1280,78.47
339,4323.713,0.0814,1280,78.40
340,4339.7758,0.1006,1280,78.35
341,4356.2173,0.1293,1280,78.28
342,4356.7362,0.0453,1280,78.50
343,4371.9564,0.0942,1280,78.45
344,4388.1016,0.1197,1280,78.39
345,4404.2374,0.1070,1280,78.33
346,4404.7602,0.0433,1280,78.55
347,4420.0624,0.0953,1280,78.51
348,4436.1543,0.1021,1280,78.45
349,4452.2827,0.1120,1280,78.39
350,4452.7402,0.0356,1280,78.60
351,4468.2738,0.0879,1280,78.55
352,4484.2391,0.1018,1280,78.50
353,4500.266,0.0816,1280,78.44
354,4515.9481,0.0809,1280,78.39
355,4532.4655,0.1059,1280,78.32
356,4532.9461,0.0390,1280,78.54
357,4548.1985,0.0898,1280,78.49
358,4564.6435,0.1015,1280,78.43
359,4580.9096,0.1074,1280,78.37
360,4597.4194,0.1108,1280,78.30
361,4598.1316,0.0486,1280,78.51
362,4612.8564,0.0909,1280,78.48
363,4629.4525,0.1253,1280,78.41
364,4629.8724,0.0382,1280,78.62
365,4649.2813,4.0715,1280,78.51
366,4649.7372,0.0522,1280,78.71
367,4661.3617,0.1327,1280,78.73
368,4661.7412,0.0285,1280,78.94
369,4677.4232,0.1009,1280,78.89
370,4677.9099,0.0604,1280,79.10
371,4693.5369,0.0893,1280,79.04
372,4693.9398,0.0281,1280,79.25
373,4709.7663,0.1028,1280,79.20
374,4725.4142,0.0906,1280,79.15
375,4725.7881,0.0255,1280,79.35
376,4741.8183,0.0954,1280,79.29
377,4758.3957,0.1275,1280,79.23
378,4758.8047,0.0329,1280,79.43
379,4774.5896,0.0961,1280,79.38
380,4774.9679,0.0245,1280,79.58
381,4790.4667,0.0985,1280,79.53
382,4790.8499,0.0282,1280,79.74
383,4806.4889,0.0819,1280,79.68
384,4806.823,0.0252,1280,79.89
385,4822.3897,0.1240,1280,79.84
386,4822.7696,0.0254,1280,80.04
387,4838.3762,0.1019,1280,79.99
388,4838.7685,0.0258,1280,80.19
389,4854.27,0.0937,1280,80.14
390,4870.2697,0.0821,1280,80.08
391,4886.2005,0.0878,1280,80.02
392,4902.7048,0.0969,1280,79.96
393,4918.6205,0.0926,1280,79.90
394,4919.0146,0.0256,1280,80.10
395,4934.672,0.0983,1280,80.05
396,4950.6845,0.0798,1280,79.99
397,4966.688,0.0977,1280,79.93
398,4982.7478,0.0987,1280,79.88
399,4998.686,0.0855,1280,79.82
400,5015.3899,0.0874,1280,79.75
401,5015.7625,0.0306,1280,79.95
402,5031.3579,0.0987,1280,79.90
403,5031.8086,0.0351,1280,80.09
404,5047.3858,0.0860,1280,80.04
405,5050.9408,3.2447,1280,80.18
406,5063.8696,0.0860,1280,80.18
407,5080.2743,0.1042,1280,80.11
408,5080.8324,0.0505,1280,80.30
409,5096.1362,0.0970,1280,80.26
410,5098.3652,0.0475,1280,80.42
411,5112.2631,0.1149,1280,80.39
412,5128.2465,0.0915,1280,80.34
413,5144.4242,0.0908,1280,80.28
414,5144.784,0.0219,1280,80.47
415,5160.4893,0.0955,1280,80.42
416,5160.9266,0.0310,1280,80.61
417,5176.4598,0.0873,1280,80.56
418,5176.8139,0.0240,1280,80.74
419,5193.3355,0.0976,1280,80.68
420,5193.8154,0.0358,1280,80.87
421,5208.7847,0.0803,1280,80.82
422,5225.3404,0.0967,1280,80.76
423,5225.8114,0.0364,1280,80.94
424,5241.0527,0.0956,1280,80.90
425,5257.1624,0.0858,1280,80.84
426,5273.77,0.1038,1280,80.78
427,5289.6174,0.1085,1280,80.72
428,5290.06,0.0323,1280,80.91
429,5305.6182,0.0905,1280,80.86
430,5306.0459,0.0304,1280,81.04
431,5322.0191,0.0843,1280,80.98
432,5338.2571,0.1021,1280,80.93
433,5354.0414,0.0879,1280,80.87
434,5370.0222,0.1050,1280,80.82
435,5386.0276,0.1092,1280,80.76
436,5402.2589,0.1016,1280,80.71
437,5418.0366,0.1010,1280,80.66
438,5434.3438,0.1187,1280,80.60
439,5434.978,0.1181,1280,80.77
440,5450.2875,0.1070,1280,80.73
441,5450.8055,0.0398,1280,80.91
442,5466.7534,0.1022,1280,80.85
443,5482.5282,0.0881,1280,80.80
