Force,ID,Kind,Domain,Country,Category,Timestamp,Location_X,Location_Y,Location_Z
1,1,1,1,29,1,440679750,-30001143,-55016076,0
1,3,1,1,29,1,440681540,-30001141,-55016078,0
1,4,1,1,29,1,440688698,-30001141,-55016078,0
1,2,1,1,29,1,440691084,-30001141,-55016078,0
1,2,1,1,29,1,440692277,-30001143,-55016078,0
1,2,1,1,29,1,440698242,-30001141,-55016076,0
1,2,1,1,29,1,440708383,-30001141,-55016078,0
1,2,1,1,29,1,440717927,-30001143,-55016076,0
1,4,1,1,29,1,440727472,-30001143,-55016078,0
1,4,1,1,29,1,440737016,-30001141,-55016078,0
1,2,1,1,29,1,440737613,-30001143,-55016076,0
1,3,1,1,29,1,440746561,-30001141,-55016076,0
1,2,1,1,29,1,440756701,-30001143,-55016078,0
1,4,1,1,29,1,440766246,-30001143,-55016076,0
1,4,1,1,29,1,440766246,-30001143,-55016076,0
1,4,1,1,29,1,440775790,-30001141,-55016076,0
1,2,1,1,29,1,440775790,-30001141,-55016076,0
1,3,1,1,29,1,440785335,-30001141,-55016078,0
1,1,1,1,29,1,440785335,-30001143,-55016078,0
1,4,1,1,29,1,440794879,-30001143,-55016076,0
1,3,1,1,29,1,440804423,-30001143,-55016078,0
1,2,1,1,29,1,440813968,-30001141,-55016078,0
1,4,1,1,29,1,440823512,-30001141,-55016078,0
1,4,1,1,29,1,440833056,-30001143,-55016076,0
1,1,1,1,29,1,440842601,-30001143,-55016076,0
1,2,1,1,29,1,440852145,-30001141,-55016076,0
1,4,1,1,29,1,440861690,-30001143,-55016076,0
1,2,1,1,29,1,440862286,-30001141,-55016076,0
1,2,1,1,29,1,440871830,-30001143,-55016076,0
1,2,1,1,29,1,440871830,-30001141,-55016078,0
1,3,1,1,29,1,440880778,-30001141,-55016076,0
1,2,1,1,29,1,440881375,-30001141,-55016078,0
1,2,1,1,29,1,440890323,-30001143,-55016078,0
1,1,1,1,29,1,440890919,-30001141,-55016076,0
1,1,1,1,29,1,440899867,-30001141,-55016076,0
1,2,1,1,29,1,440900464,-30001141,-55016076,0
1,3,1,1,29,1,440910008,-30001143,-55016078,0
1,2,1,1,29,1,440910008,-30001143,-55016076,0
1,3,1,1,29,1,440919552,-30001143,-55016078,0
1,4,1,1,29,1,440920149,-30001143,-55016076,0
1,4,1,1,29,1,440929097,-30001141,-55016076,0
1,4,1,1,29,1,440938641,-30001141,-55016078,0
1,2,1,1,29,1,440948185,-30001141,-55016076,0
1,2,1,1,29,1,440957730,-30001141,-55016076,0
1,1,1,1,29,1,440958326,-30001141,-55016078,0
1,4,1,1,29,1,440967274,-30001141,-55016078,0
1,2,1,1,29,1,440967871,-30001143,-55016076,0
1,4,1,1,29,1,440976819,-30001143,-55016076,0
1,2,1,1,29,1,440977415,-30001143,-55016078,0
1,3,1,1,29,1,440986959,-30001141,-55016078,0
1,2,1,1,29,1,440996504,-30001141,-55016078,0
1,4,1,1,29,1,441006048,-30001141,-55016076,0
1,4,1,1,29,1,441006048,-30001143,-55016076,0
1,2,1,1,29,1,441015593,-30001141,-55016078,0
1,2,1,1,29,1,441025137,-30001141,-55016078,0
1,1,1,1,29,1,441034681,-30001141,-55016076,0
1,1,1,1,29,1,441044226,-30001141,-55016076,0
1,3,1,1,29,1,441053770,-30001141,-55016078,0
1,1,1,1,29,1,441063314,-30001143,-55016078,0
1,2,1,1,29,1,441072859,-30001141,-55016076,0
1,2,1,1,29,1,441082403,-30001143,-55016076,0
1,1,1,1,29,1,441083000,-30001143,-55016078,0
1,3,1,1,29,1,441091948,-30001141,-55016078,0
1,2,1,1,29,1,441092544,-30001141,-55016076,0
1,2,1,1,29,1,441102088,-30001141,-55016076,0
1,2,1,1,29,1,441102088,-30001141,-55016076,0
1,4,1,1,29,1,441111036,-30001143,-55016076,0
1,4,1,1,29,1,441111633,-30001141,-55016078,0
1,2,1,1,29,1,441121177,-30001143,-55016078,0
1,1,1,1,29,1,441130125,-30001141,-55016078,0
1,1,1,1,29,1,441130722,-30001143,-55016078,0
1,2,1,1,29,1,441140266,-30001141,-55016078,0
1,3,1,1,29,1,441140266,-30001143,-55016076,0
1,4,1,1,29,1,441149810,-30001143,-55016076,0
1,2,1,1,29,1,441159355,-30001141,-55016078,0
1,4,1,1,29,1,441168899,-30001141,-55016076,0
1,4,1,1,29,1,441169496,-30001141,-55016076,0
