Force,ID,Kind,Domain,Country,Category,Timestamp,Location_X,Location_Y,Location_Z
1,4,1,1,29,1,631215833,-30001141,-55016078,0
1,2,1,1,29,1,631217623,-30001143,-55016076,0
1,2,1,1,29,1,631225377,-30001143,-55016076,0
1,1,1,1,29,1,631233132,-30001143,-55016076,0
1,3,1,1,29,1,631234325,-30001143,-55016076,0
1,3,1,1,29,1,631244466,-30001141,-55016078,0
1,2,1,1,29,1,631254011,-30001141,-55016078,0
1,4,1,1,29,1,631254607,-30001143,-55016078,0
1,1,1,1,29,1,631263555,-30001141,-55016078,0
1,2,1,1,29,1,631273099,-30001143,-55016076,0
1,4,1,1,29,1,631273696,-30001141,-55016078,0
1,4,1,1,29,1,631282644,-30001143,-55016078,0
1,3,1,1,29,1,631292188,-30001143,-55016078,0
1,3,1,1,29,1,631292785,-30001141,-55016076,0
1,2,1,1,29,1,631301732,-30001141,-55016076,0
1,4,1,1,29,1,631302329,-30001141,-55016076,0
1,2,1,1,29,1,631311873,-30001141,-55016078,0
1,2,1,1,29,1,631321418,-30001143,-55016078,0
1,1,1,1,29,1,631330962,-30001143,-55016078,0
1,2,1,1,29,1,631340506,-30001143,-55016078,0
1,3,1,1,29,1,631350051,-30001143,-55016078,0
1,2,1,1,29,1,631359595,-30001143,-55016078,0
1,2,1,1,29,1,631369140,-30001141,-55016076,0
1,3,1,1,29,1,631378684,-30001143,-55016076,0
1,4,1,1,29,1,631388228,-30001141,-55016078,0
1,4,1,1,29,1,631388825,-30001141,-55016076,0
1,4,1,1,29,1,631397773,-30001141,-55016078,0
1,3,1,1,29,1,631407317,-30001143,-55016078,0
1,1,1,1,29,1,631416861,-30001141,-55016078,0
1,3,1,1,29,1,631426406,-30001141,-55016076,0
1,3,1,1,29,1,631435950,-30001141,-55016078,0
1,4,1,1,29,1,631445495,-30001141,-55016076,0
1,3,1,1,29,1,631455039,-30001141,-55016076,0
1,2,1,1,29,1,631464583,-30001143,-55016078,0
1,3,1,1,29,1,631474128,-30001141,-55016076,0
1,1,1,1,29,1,631483672,-30001143,-55016078,0
1,1,1,1,29,1,631493216,-30001143,-55016076,0
1,3,1,1,29,1,631502761,-30001141,-55016076,0
1,1,1,1,29,1,631503357,-30001141,-55016076,0
1,4,1,1,29,1,631512902,-30001141,-55016078,0
1,2,1,1,29,1,631512902,-30001143,-55016078,0
1,3,1,1,29,1,631522446,-30001141,-55016078,0
1,4,1,1,29,1,631531990,-30001143,-55016076,0
1,1,1,1,29,1,631541535,-30001143,-55016076,0
1,4,1,1,29,1,631551079,-30001143,-55016078,0
1,2,1,1,29,1,631560624,-30001143,-55016076,0
1,2,1,1,29,1,631560624,-30001143,-55016078,0
1,2,1,1,29,1,631570168,-30001141,-55016076,0
1,1,1,1,29,1,631579712,-30001143,-55016076,0
1,4,1,1,29,1,631589257,-30001143,-55016076,0
1,2,1,1,29,1,631598801,-30001143,-55016078,0
1,4,1,1,29,1,631608345,-30001141,-55016078,0
1,2,1,1,29,1,631617890,-30001141,-55016078,0
1,2,1,1,29,1,631627434,-30001143,-55016076,0
1,3,1,1,29,1,631636978,-30001141,-55016078,0
1,2,1,1,29,1,631647119,-30001141,-55016078,0
1,2,1,1,29,1,631656067,-30001143,-55016078,0
1,4,1,1,29,1,631656664,-30001143,-55016076,0
1,4,1,1,29,1,631665612,-30001141,-55016076,0
1,3,1,1,29,1,631675156,-30001143,-55016078,0
1,2,1,1,29,1,631675753,-30001141,-55016076,0
1,1,1,1,29,1,631684700,-30001141,-55016076,0
1,4,1,1,29,1,631685297,-30001141,-55016078,0
1,2,1,1,29,1,631694841,-30001143,-55016078,0
1,2,1,1,29,1,631704386,-30001143,-55016078,0
1,3,1,1,29,1,631704386,-30001141,-55016078,0
1,3,1,1,29,1,631713930,-30001141,-55016078,0
1,2,1,1,29,1,631723474,-30001143,-55016076,0
1,1,1,1,29,1,631724071,-30001141,-55016078,0
1,1,1,1,29,1,631733019,-30001141,-55016076,0
1,4,1,1,29,1,631742563,-30001141,-55016076,0
1,3,1,1,29,1,631752107,-30001143,-55016076,0
1,2,1,1,29,1,631761652,-30001141,-55016078,0
1,1,1,1,29,1,631771196,-30001141,-55016076,0
1,4,1,1,29,1,631780741,-30001141,-55016076,0
1,1,1,1,29,1,631790285,-30001141,-55016076,0
1,3,1,1,29,1,631790881,-30001143,-55016078,0
1,2,1,1,29,1,631799829,-30001141,-55016078,0
1,1,1,1,29,1,631800426,-30001143,-55016078,0
1,4,1,1,29,1,631809970,-30001141,-55016078,0
1,4,1,1,29,1,631819515,-30001141,-55016078,0
1,1,1,1,29,1,631829059,-30001141,-55016076,0
1,4,1,1,29,1,631829656,-30001141,-55016078,0
1,2,1,1,29,1,631838603,-30001141,-55016076,0
1,4,1,1,29,1,631848148,-30001141,-55016076,0
1,4,1,1,29,1,631857692,-30001141,-55016076,0
1,4,1,1,29,1,631867236,-30001143,-55016078,0
1,2,1,1,29,1,631876781,-30001141,-55016076,0
1,2,1,1,29,1,631877377,-30001143,-55016078,0
1,4,1,1,29,1,631886922,-30001143,-55016078,0
1,2,1,1,29,1,631896466,-30001143,-55016076,0
1,4,1,1,29,1,631906010,-30001141,-55016076,0
1,3,1,1,29,1,631915555,-30001141,-55016076,0
1,4,1,1,29,1,631925099,-30001143,-55016076,0
1,4,1,1,29,1,631934644,-30001141,-55016078,0
1,4,1,1,29,1,631944188,-30001141,-55016078,0
1,2,1,1,29,1,631944784,-30001143,-55016078,0
1,1,1,1,29,1,631953732,-30001143,-55016078,0
1,1,1,1,29,1,631963277,-30001143,-55016076,0
1,3,1,1,29,1,631963873,-30001141,-55016076,0
1,3,1,1,29,1,631973418,-30001141,-55016078,0
1,2,1,1,29,1,631982962,-30001141,-55016076,0
1,1,1,1,29,1,631992506,-30001143,-55016076,0
1,1,1,1,29,1,632001454,-30001143,-55016078,0
1,1,1,1,29,1,632010999,-30001143,-55016078,0
1,1,1,1,29,1,632011595,-30001143,-55016078,0
1,3,1,1,29,1,632020543,-30001141,-55016078,0
1,2,1,1,29,1,632030087,-30001141,-55016076,0
1,2,1,1,29,1,632039632,-30001141,-55016076,0
1,3,1,1,29,1,632049176,-30001143,-55016076,0
1,1,1,1,29,1,632058720,-30001143,-55016076,0
1,2,1,1,29,1,632059317,-30001141,-55016078,0
1,2,1,1,29,1,632068861,-30001141,-55016078,0
1,1,1,1,29,1,632078406,-30001143,-55016076,0
1,4,1,1,29,1,632087950,-30001143,-55016076,0
1,1,1,1,29,1,632097494,-30001141,-55016078,0
1,4,1,1,29,1,632107039,-30001141,-55016076,0
1,4,1,1,29,1,632116583,-30001143,-55016076,0
1,3,1,1,29,1,632117180,-30001143,-55016078,0
1,1,1,1,29,1,632126128,-30001143,-55016078,0
1,4,1,1,29,1,632126724,-30001143,-55016078,0
1,4,1,1,29,1,632136268,-30001141,-55016078,0
1,3,1,1,29,1,632145813,-30001141,-55016078,0
1,1,1,1,29,1,632155357,-30001141,-55016078,0
1,3,1,1,29,1,632164902,-30001143,-55016078,0
