Force,ID,Kind,Domain,Country,Category,Timestamp,Location_X,Location_Y,Location_Z
1,1,1,1,29,1,490133912,-30001141,-55016076,0
1,2,1,1,29,1,490135105,-30001141,-55016076,0
1,1,1,1,29,1,490138088,-30001141,-55016076,0
1,2,1,1,29,1,490147036,-30001143,-55016076,0
1,1,1,1,29,1,490147632,-30001143,-55016076,0
1,2,1,1,29,1,490148229,-30001143,-55016076,0
1,3,1,1,29,1,490157177,-30001141,-55016076,0
1,4,1,1,29,1,490166721,-30001141,-55016076,0
1,1,1,1,29,1,490176265,-30001141,-55016078,0
1,3,1,1,29,1,490176862,-30001143,-55016078,0
1,4,1,1,29,1,490185810,-30001141,-55016076,0
1,1,1,1,29,1,490195354,-30001141,-55016076,0
1,1,1,1,29,1,490195951,-30001141,-55016078,0
1,2,1,1,29,1,490205495,-30001141,-55016076,0
1,1,1,1,29,1,490205495,-30001143,-55016078,0
1,3,1,1,29,1,490215039,-30001143,-55016078,0
1,1,1,1,29,1,490224584,-30001141,-55016076,0
1,1,1,1,29,1,490234128,-30001143,-55016076,0
1,3,1,1,29,1,490243673,-30001141,-55016078,0
1,1,1,1,29,1,490253217,-30001141,-55016078,0
1,4,1,1,29,1,490253813,-30001141,-55016078,0
1,4,1,1,29,1,490262761,-30001141,-55016076,0
1,2,1,1,29,1,490272902,-30001141,-55016078,0
1,1,1,1,29,1,490282447,-30001143,-55016078,0
1,3,1,1,29,1,490282447,-30001141,-55016076,0
1,3,1,1,29,1,490291991,-30001143,-55016078,0
1,2,1,1,29,1,490301535,-30001143,-55016078,0
1,4,1,1,29,1,490311676,-30001141,-55016078,0
1,1,1,1,29,1,490311676,-30001143,-55016076,0
1,1,1,1,29,1,490321221,-30001143,-55016078,0
1,3,1,1,29,1,490321221,-30001143,-55016078,0
1,4,1,1,29,1,490330168,-30001143,-55016076,0
1,4,1,1,29,1,490339713,-30001143,-55016076,0
1,2,1,1,29,1,490349257,-30001141,-55016076,0
1,2,1,1,29,1,490358802,-30001141,-55016078,0
1,3,1,1,29,1,490368346,-30001143,-55016076,0
1,4,1,1,29,1,490377890,-30001143,-55016078,0
1,4,1,1,29,1,490387435,-30001143,-55016078,0
1,4,1,1,29,1,490396979,-30001141,-55016078,0
1,3,1,1,29,1,490406523,-30001141,-55016076,0
1,2,1,1,29,1,490416068,-30001143,-55016076,0
1,1,1,1,29,1,490426209,-30001141,-55016078,0
1,2,1,1,29,1,490426209,-30001141,-55016076,0
1,3,1,1,29,1,490435753,-30001143,-55016078,0
1,1,1,1,29,1,490444701,-30001143,-55016076,0
1,1,1,1,29,1,490445297,-30001141,-55016076,0
1,2,1,1,29,1,490454842,-30001141,-55016076,0
1,3,1,1,29,1,490454842,-30001141,-55016078,0
1,2,1,1,29,1,490464386,-30001141,-55016076,0
1,4,1,1,29,1,490473334,-30001143,-55016078,0
1,2,1,1,29,1,490483475,-30001143,-55016078,0
1,2,1,1,29,1,490483475,-30001143,-55016076,0
1,2,1,1,29,1,490493019,-30001141,-55016078,0
1,3,1,1,29,1,490493019,-30001141,-55016078,0
1,1,1,1,29,1,490502564,-30001141,-55016078,0
1,4,1,1,29,1,490512108,-30001143,-55016078,0
1,1,1,1,29,1,490521652,-30001143,-55016078,0
1,4,1,1,29,1,490522249,-30001143,-55016076,0
1,2,1,1,29,1,490531197,-30001141,-55016076,0
1,2,1,1,29,1,490531793,-30001141,-55016076,0
1,2,1,1,29,1,490541338,-30001143,-55016076,0
1,2,1,1,29,1,490550882,-30001141,-55016076,0
1,1,1,1,29,1,490550882,-30001141,-55016078,0
1,4,1,1,29,1,490560426,-30001143,-55016076,0
1,3,1,1,29,1,490569971,-30001143,-55016076,0
1,2,1,1,29,1,490579515,-30001141,-55016078,0
1,2,1,1,29,1,490589060,-30001141,-55016076,0
1,4,1,1,29,1,490598604,-30001143,-55016076,0
1,1,1,1,29,1,490608745,-30001141,-55016078,0
1,1,1,1,29,1,490608745,-30001141,-55016078,0
1,3,1,1,29,1,490617693,-30001141,-55016076,0
1,2,1,1,29,1,490618289,-30001141,-55016078,0
1,4,1,1,29,1,490627834,-30001141,-55016076,0
1,3,1,1,29,1,490627834,-30001141,-55016078,0
1,2,1,1,29,1,490637378,-30001141,-55016076,0
1,4,1,1,29,1,490637378,-30001141,-55016078,0
1,2,1,1,29,1,490646922,-30001141,-55016078,0
1,1,1,1,29,1,490646922,-30001143,-55016076,0
1,2,1,1,29,1,490656467,-30001141,-55016078,0
1,1,1,1,29,1,490656467,-30001143,-55016076,0
1,4,1,1,29,1,490666011,-30001143,-55016076,0
1,2,1,1,29,1,490675555,-30001143,-55016078,0
1,3,1,1,29,1,490685100,-30001143,-55016078,0
1,4,1,1,29,1,490685100,-30001141,-55016078,0
1,4,1,1,29,1,490694048,-30001143,-55016076,0
1,1,1,1,29,1,490694644,-30001141,-55016076,0
1,1,1,1,29,1,490704189,-30001143,-55016076,0
1,1,1,1,29,1,490704189,-30001143,-55016076,0
1,1,1,1,29,1,490713733,-30001143,-55016078,0
1,2,1,1,29,1,490723277,-30001141,-55016078,0
1,2,1,1,29,1,490732822,-30001143,-55016078,0
1,4,1,1,29,1,490733418,-30001143,-55016076,0
1,2,1,1,29,1,490742366,-30001143,-55016078,0
1,2,1,1,29,1,490752507,-30001141,-55016078,0
1,3,1,1,29,1,490752507,-30001141,-55016076,0
1,2,1,1,29,1,490761455,-30001143,-55016078,0
1,4,1,1,29,1,490762051,-30001141,-55016076,0
1,1,1,1,29,1,490771596,-30001141,-55016076,0
1,4,1,1,29,1,490772789,-30001143,-55016076,0
1,3,1,1,29,1,490772789,-30001143,-55016078,0
1,2,1,1,29,1,490780543,-30001141,-55016078,0
1,1,1,1,29,1,490781140,-30001143,-55016076,0
1,2,1,1,29,1,490790684,-30001141,-55016076,0
1,4,1,1,29,1,490790684,-30001141,-55016076,0
1,2,1,1,29,1,490800229,-30001143,-55016076,0
1,4,1,1,29,1,490800229,-30001143,-55016078,0
1,1,1,1,29,1,490809773,-30001141,-55016076,0
1,2,1,1,29,1,490819317,-30001143,-55016076,0
1,1,1,1,29,1,490828862,-30001141,-55016078,0
1,3,1,1,29,1,490838406,-30001143,-55016076,0
1,4,1,1,29,1,490838406,-30001143,-55016078,0
1,4,1,1,29,1,490847951,-30001141,-55016078,0
1,1,1,1,29,1,490857495,-30001141,-55016078,0
1,3,1,1,29,1,490867039,-30001143,-55016076,0
1,3,1,1,29,1,490877180,-30001141,-55016076,0
1,3,1,1,29,1,490877180,-30001143,-55016078,0
1,2,1,1,29,1,490886128,-30001143,-55016078,0
1,1,1,1,29,1,490895672,-30001141,-55016076,0
1,3,1,1,29,1,490896269,-30001143,-55016076,0
1,3,1,1,29,1,490905217,-30001143,-55016076,0
1,3,1,1,29,1,490905813,-30001143,-55016076,0
1,2,1,1,29,1,490915358,-30001141,-55016078,0
1,2,1,1,29,1,490915358,-30001143,-55016076,0
1,4,1,1,29,1,490924306,-30001141,-55016076,0
1,2,1,1,29,1,490924902,-30001141,-55016076,0
1,1,1,1,29,1,490934446,-30001143,-55016076,0
1,2,1,1,29,1,490934446,-30001141,-55016076,0
1,2,1,1,29,1,490943991,-30001141,-55016078,0
1,4,1,1,29,1,490953535,-30001143,-55016078,0
1,2,1,1,29,1,490963080,-30001143,-55016078,0
1,3,1,1,29,1,490972624,-30001143,-55016078,0
1,3,1,1,29,1,490982168,-30001141,-55016078,0
1,3,1,1,29,1,490991713,-30001141,-55016078,0
1,3,1,1,29,1,491001257,-30001143,-55016076,0
