Force,ID,Kind,Domain,Country,Category,Timestamp,Location_X,Location_Y,Location_Z
1,3,1,1,29,1,995997546,-30001141,-55016076,0
1,4,1,1,29,1,995998739,-30001143,-55016078,0
1,2,1,1,29,1,996005898,-30001143,-55016076,0
1,2,1,1,29,1,996006494,-30001143,-55016078,0
1,2,1,1,29,1,996013652,-30001141,-55016078,0
1,1,1,1,29,1,996014249,-30001141,-55016076,0
1,2,1,1,29,1,996014845,-30001141,-55016076,0
1,4,1,1,29,1,996015442,-30001143,-55016078,0
1,2,1,1,29,1,996016038,-30001143,-55016078,0
1,2,1,1,29,1,996024986,-30001143,-55016078,0
1,4,1,1,29,1,996025583,-30001141,-55016078,0
1,3,1,1,29,1,996034531,-30001143,-55016076,0
1,1,1,1,29,1,996044075,-30001143,-55016078,0
1,2,1,1,29,1,996053619,-30001143,-55016078,0
1,4,1,1,29,1,996054216,-30001143,-55016076,0
1,1,1,1,29,1,996063164,-30001141,-55016076,0
1,3,1,1,29,1,996063760,-30001141,-55016076,0
1,4,1,1,29,1,996072708,-30001143,-55016078,0
1,1,1,1,29,1,996082253,-30001143,-55016076,0
1,3,1,1,29,1,996091797,-30001143,-55016078,0
1,3,1,1,29,1,996101341,-30001143,-55016076,0
1,4,1,1,29,1,996101938,-30001143,-55016076,0
1,4,1,1,29,1,996110886,-30001141,-55016078,0
1,1,1,1,29,1,996111482,-30001141,-55016076,0
1,4,1,1,29,1,996121027,-30001141,-55016078,0
1,4,1,1,29,1,996130571,-30001141,-55016078,0
1,4,1,1,29,1,996140115,-30001143,-55016078,0
1,4,1,1,29,1,996149660,-30001141,-55016078,0
1,1,1,1,29,1,996159204,-30001141,-55016076,0
1,2,1,1,29,1,996168748,-30001143,-55016076,0
1,4,1,1,29,1,996178293,-30001143,-55016076,0
1,1,1,1,29,1,996187837,-30001141,-55016078,0
1,3,1,1,29,1,996197382,-30001143,-55016078,0
1,2,1,1,29,1,996206926,-30001141,-55016078,0
1,2,1,1,29,1,996207522,-30001141,-55016076,0
1,2,1,1,29,1,996216470,-30001143,-55016078,0
1,3,1,1,29,1,996217067,-30001143,-55016076,0
1,2,1,1,29,1,996226015,-30001143,-55016078,0
1,4,1,1,29,1,996226611,-30001141,-55016078,0
1,3,1,1,29,1,996235559,-30001141,-55016078,0
1,1,1,1,29,1,996245700,-30001141,-55016078,0
1,2,1,1,29,1,996255244,-30001143,-55016078,0
1,4,1,1,29,1,996264789,-30001141,-55016076,0
1,3,1,1,29,1,996274333,-30001141,-55016078,0
1,4,1,1,29,1,996274930,-30001141,-55016076,0
1,2,1,1,29,1,996283877,-30001141,-55016076,0
1,1,1,1,29,1,996284474,-30001143,-55016078,0
1,4,1,1,29,1,996294018,-30001143,-55016078,0
1,4,1,1,29,1,996302966,-30001143,-55016078,0
1,4,1,1,29,1,996303563,-30001141,-55016078,0
1,4,1,1,29,1,996312511,-30001143,-55016078,0
1,3,1,1,29,1,996313107,-30001143,-55016078,0
1,4,1,1,29,1,996322055,-30001143,-55016078,0
1,2,1,1,29,1,996331599,-30001141,-55016078,0
1,1,1,1,29,1,996332196,-30001141,-55016076,0
1,2,1,1,29,1,996341740,-30001141,-55016076,0
1,4,1,1,29,1,996351285,-30001141,-55016076,0
1,2,1,1,29,1,996360829,-30001143,-55016076,0
1,2,1,1,29,1,996370373,-30001143,-55016076,0
1,4,1,1,29,1,996379918,-30001141,-55016078,0
1,4,1,1,29,1,996389462,-30001143,-55016076,0
1,2,1,1,29,1,996399006,-30001141,-55016076,0
1,4,1,1,29,1,996399603,-30001141,-55016078,0
1,2,1,1,29,1,996408551,-30001143,-55016078,0
1,1,1,1,29,1,996409147,-30001143,-55016076,0
1,2,1,1,29,1,996418692,-30001143,-55016078,0
