Msg_Received,Received_Time,Decoding_Time
1,116.78347,1.3164
2,117.456801,0.5917
3,117.634809,0.1274
4,117.740514,0.0751
5,117.920722,0.1584
6,118.019227,0.0681
7,118.107831,0.0665
8,119.645902,0.0917
9,121.465385,0.2630
10,121.726497,0.1617
11,122.913452,0.0681
12,124.288415,0.0706
13,125.574374,0.0672
14,126.947438,0.0714
15,128.293399,0.0689
16,129.756367,0.0788
17,131.039726,0.0696
18,132.258882,0.0684
19,133.473538,0.1543
20,134.771797,0.0424
21,135.974353,0.0438
22,137.21331,0.0430
23,138.457167,0.0384
24,139.638521,0.0373
25,140.959182,0.0379
26,142.044932,0.0355
27,143.406894,0.0920
28,144.543647,0.0429
29,145.721801,0.0421
30,146.982059,0.0437
31,148.131012,0.0396
32,148.183214,0.0275
33,149.574878,0.0356
34,150.69623,0.0387
35,152.062793,0.0411
36,153.502059,0.0384
37,154.783318,0.0365
38,156.121479,0.0357
39,157.358336,0.0343
40,158.729399,0.0384
41,158.777301,0.0283
42,160.05406,0.0660
43,161.424823,0.0875
44,162.804187,0.0369
45,164.063444,0.0356
46,165.440508,0.0339
47,166.679265,0.0348
48,168.047328,0.0337
49,168.09393,0.0266
50,169.433591,0.0340
51,170.721951,0.0348
52,172.205119,0.0298
53,173.483678,0.0345
54,174.720435,0.0529
55,176.090098,0.0411
56,177.311054,0.0495
57,178.087989,0.0462
58,179.449652,0.0394
59,180.806814,0.0348
60,182.078473,0.0344
61,182.125575,0.0269
62,183.53474,0.0377
63,185.05431,0.0956
64,186.570579,0.0561
65,187.750434,0.0461
66,189.099896,0.0347
67,190.517061,0.0420
68,191.815721,0.0358
69,192.994075,0.0337
70,194.171129,0.0330
71,195.554793,0.0352
72,196.765048,0.0862
73,198.156312,0.0546
74,199.502274,0.0383
75,200.756132,0.0356
76,202.051191,0.0725
77,203.348051,0.0387
78,204.660111,0.0350
79,204.707214,0.0253
80,206.264785,0.0330
81,207.46184,0.0320
82,208.819103,0.0326
83,210.171765,0.0316
84,211.388521,0.0319
85,212.823487,0.0290
86,214.234252,0.0941
87,215.481909,0.0475
88,216.772068,0.0371
89,217.805816,0.0349
90,219.136077,0.0392
91,220.458638,0.0374
92,221.878903,0.0320
93,223.172063,0.0319
94,224.371818,0.0316
95,225.621575,0.0319
96,226.825331,0.0317
97,228.002885,0.0304
98,229.260243,0.0384
99,230.452097,0.0394
100,231.756057,0.0347
101,233.138021,0.0313
102,234.359777,0.0329
103,235.838645,0.0277
104,237.181807,0.0323
105,238.515568,0.0326
106,239.84883,0.0351
107,240.824374,0.0343
108,242.087933,0.0486
109,243.359891,0.0522
110,244.485543,0.0361
111,245.780502,0.0366
112,247.132865,0.0478
113,248.357521,0.0359
114,249.708883,0.0328
115,251.035544,0.0310
116,252.890529,0.0313
117,253.651364,0.0317
118,253.695566,0.0240
119,255.422746,0.0317
120,256.082776,0.0335
121,257.203228,0.0275
122,258.437184,0.0269
123,259.65344,0.0364
124,260.881397,0.0321
125,262.163856,0.0325
126,263.454815,0.0337
127,264.604268,0.0328
128,265.96253,0.0315
129,267.369195,0.0318
130,268.611252,0.0313
131,269.928013,0.0311
132,271.233673,0.0315
133,272.497931,0.0321
134,272.542533,0.0242
135,273.863594,0.0469
136,275.461967,0.0410
137,275.724679,0.0275
138,277.286051,0.0374
139,278.329599,0.0324
140,279.629059,0.0278
141,281.069625,0.0327
142,282.284581,0.0321
143,283.513038,0.0321
144,284.770795,0.0618
145,286.121058,0.0334
146,287.209508,0.0319
147,288.690976,0.0317
148,290.037238,0.0335
149,291.461703,0.0522
150,291.510005,0.0252
151,292.850667,0.0335
152,294.157227,0.0311
153,295.413085,0.0311
154,296.749046,0.0314
155,298.067607,0.0314
156,299.384267,0.0311
157,300.710928,0.0316
158,301.987487,0.0275
159,303.262446,0.0313
160,304.480102,0.0319
161,305.716159,0.0315
162,307.026819,0.0312
163,308.395882,0.0314
164,308.438984,0.0239
165,309.743344,0.0314
166,311.220912,0.0364
167,311.266614,0.0239
168,312.331263,0.0397
169,313.769729,0.0466
170,315.203695,0.0399
171,316.744366,0.1464
172,318.042826,0.0337
173,319.418389,0.0313
174,320.941559,0.0304
175,321.957006,0.0299
176,323.397772,0.0289
177,324.708732,0.0260
178,326.166699,0.0363
179,327.448758,0.0400
180,328.878624,0.0331
181,330.138882,0.0302
182,331.583948,0.0316
183,332.906909,0.0309
184,332.949211,0.0226
185,334.045061,0.0301
186,335.384223,0.0306
187,336.703784,0.0301
188,338.064446,0.0306
189,339.353906,0.0303
190,340.300849,0.0307
191,341.714314,0.0400
192,342.91977,0.0367
193,344.256931,0.0310
194,345.471587,0.0309
195,346.85375,0.0259
196,348.103308,0.0304
197,349.378967,0.0309
198,350.640725,0.0303
199,351.941384,0.0304
200,353.237944,0.0304
201,354.579906,0.0312
202,354.622508,0.0230
203,355.96647,0.0309
204,357.383635,0.0332
205,358.497286,0.0344
206,359.68384,0.0330
207,361.19031,0.0302
208,362.465868,0.0282
209,363.704525,0.0327
210,364.925782,0.0304
211,366.238142,0.0578
212,367.5058,0.0285
213,368.571749,0.0265
214,369.793205,0.0321
215,371.031062,0.0313
216,372.427327,0.0292
217,373.860192,0.0446
218,375.205754,0.0330
219,375.253256,0.0247
220,376.332406,0.0289
221,377.652567,0.0325
222,378.775318,0.0307
223,378.81932,0.0223
224,380.221485,0.0326
225,381.623949,0.0306
226,382.998113,0.0281
227,384.119564,0.0303
228,385.612633,0.0308
229,385.658235,0.0223
230,387.088001,0.0298
231,388.557568,0.0309
232,389.851028,0.0265
233,391.119586,0.0301
234,392.361843,0.0304
235,393.638802,0.0325
236,394.961563,0.0311
237,396.269723,0.0319
238,397.50608,0.0308
239,398.837741,0.0310
240,400.194503,0.0406
241,401.595168,0.0355
242,401.63837,0.0227
243,402.93923,0.0302
244,404.25189,0.0319
245,405.536849,0.0305
246,406.759805,0.0307
247,408.064665,0.0259
248,409.963153,0.0826
249,410.797291,0.0333
250,412.121652,0.0338
251,413.425412,0.0302
252,414.67747,0.0300
253,414.719871,0.0228
254,416.177638,0.0343
255,417.920219,0.0328
256,419.602196,0.1358
257,421.009561,0.0350
258,422.247718,0.0302
