Msg_Received,Received_Time,Decoding_Time
1,101.574798,1.5566
2,102.091321,0.3998
3,102.546242,0.3526
4,102.790053,0.1874
5,103.054865,0.2232
6,103.808899,0.1643
7,105.256864,0.0938
8,106.758532,0.0994
9,108.367105,0.2597
10,109.58126,0.1550
11,111.226035,0.0672
12,113.510438,0.0636
13,113.591642,0.0539
14,113.934557,0.0612
15,117.100601,0.0842
16,117.181704,0.0525
17,117.249707,0.0512
18,118.753475,0.0724
19,118.928283,0.1469
20,119.824924,0.0819
21,121.136783,0.0373
22,122.204832,0.0393
23,123.473889,0.0363
24,124.757847,0.0372
25,126.030705,0.0387
26,127.494471,0.0379
27,127.590075,0.0699
28,129.139345,0.0411
29,130.403203,0.0389
30,131.543254,0.0379
31,132.866414,0.0515
32,134.035067,0.0496
33,135.282724,0.0444
34,136.75269,0.0490
35,138.08255,0.0605
36,139.321606,0.0602
37,140.678168,0.0390
38,141.741916,0.0353
39,143.134479,0.0387
40,144.415237,0.0340
41,145.750197,0.0347
42,147.013155,0.0387
43,148.522823,0.0782
44,150.060192,0.0339
45,150.110595,0.0278
46,151.33965,0.0330
47,153.286739,0.0324
48,154.968715,0.0271
49,155.014617,0.0232
50,156.699593,0.0308
51,158.669082,0.0349
52,161.119393,0.0597
53,161.910029,0.0357
54,161.956831,0.0266
55,162.457954,0.0402
56,163.880218,0.0389
57,165.190577,0.0376
58,166.510237,0.0301
59,168.042306,0.0410
60,169.21966,0.0368
61,170.54412,0.0346
62,171.86658,0.0393
63,173.349747,0.0789
64,174.5293,0.0362
65,174.581702,0.0264
66,175.922063,0.0337
67,177.480034,0.0338
68,177.525736,0.0261
69,178.848196,0.0328
70,180.303061,0.0501
71,180.359764,0.0294
72,181.877333,0.1002
73,183.15189,0.0438
74,183.205093,0.0251
75,184.507752,0.0381
76,185.593101,0.0750
77,186.804256,0.0509
78,188.096914,0.0455
79,189.480377,0.0338
80,190.423119,0.0375
81,191.948289,0.0391
82,193.283249,0.0340
83,194.63371,0.0342
84,195.936269,0.0321
85,197.214427,0.0344
86,198.540487,0.0759
87,199.823645,0.0331
88,200.791189,0.0332
89,202.911885,0.0516
90,204.848272,0.0543
91,205.714112,0.0415
92,207.424089,0.0425
93,209.109565,0.0380
94,210.488928,0.0324
95,211.602278,0.0316
96,213.108746,0.0319
97,213.153148,0.0240
98,214.442307,0.0314
99,215.663162,0.0314
100,217.142829,0.0314
101,218.476889,0.0641
102,219.81145,0.0707
103,220.633287,0.0375
104,221.997849,0.0354
105,223.310608,0.0329
106,224.530263,0.0343
107,225.753219,0.0250
108,227.133281,0.0275
109,228.361837,0.0292
110,229.620794,0.0284
111,230.845149,0.0287
112,230.887151,0.0237
113,232.283914,0.0274
114,233.492169,0.0293
115,234.61482,0.0390
116,235.856276,0.0347
117,237.251539,0.0288
118,238.469994,0.0282
119,238.510296,0.0225
120,240.37008,0.0273
121,240.970108,0.0270
122,242.12766,0.0302
123,242.169062,0.0236
124,243.403318,0.0274
125,244.678875,0.0462
126,245.970134,0.0274
127,246.895376,0.0292
128,248.180734,0.0321
129,249.534895,0.0374
130,250.721649,0.0366
131,252.154614,0.0356
132,253.466173,0.0328
133,254.655627,0.0320
134,255.911384,0.0525
135,257.258545,0.0322
136,258.555904,0.0483
137,261.57894,0.0347
138,261.644943,0.0336
139,261.686045,0.0242
140,262.996405,0.0341
141,264.813287,0.0386
142,265.53772,0.0334
143,267.449906,0.0657
144,267.873825,0.0275
145,270.351737,0.0312
146,270.393139,0.0234
147,270.429441,0.0221
148,272.983857,0.0282
149,273.023858,0.0227
150,275.206057,0.0349
151,275.617676,0.0307
152,277.016139,0.0311
153,278.172291,0.0315
154,279.668159,0.0480
155,280.78071,0.0333
156,280.824912,0.0241
157,282.479986,0.0317
158,283.562435,0.0327
159,284.746689,0.0308
160,286.148052,0.0347
161,287.461312,0.0299
162,288.836474,0.0296
163,290.050129,0.0259
164,291.426591,0.0330
165,292.71375,0.0300
166,293.919004,0.0289
167,295.242164,0.0318
168,296.564824,0.0323
169,297.886384,0.0332
170,299.397752,0.0359
171,301.12003,0.1188
172,302.237481,0.0339
173,303.522539,0.0327
174,303.567641,0.0249
175,304.65179,0.0296
176,305.998751,0.0310
177,307.253708,0.0303
178,308.697573,0.0302
179,309.799323,0.0296
180,311.366094,0.0305
181,312.617551,0.0260
182,313.892808,0.0309
183,315.321573,0.0409
184,316.701235,0.0519
185,318.014695,0.0531
186,318.970438,0.0326
187,320.055187,0.0334
188,321.506153,0.0311
189,322.610703,0.0503
190,323.931663,0.0339
191,323.975165,0.0228
192,325.317325,0.0300
193,326.633085,0.0365
194,327.995947,0.0304
195,329.347508,0.0299
196,330.526161,0.0317
197,331.933025,0.0303
198,333.172481,0.0313
199,334.495141,0.0286
200,334.541143,0.0251
201,335.869503,0.0303
202,337.060457,0.0303
203,338.265112,0.0305
204,339.620673,0.0315
205,340.994635,0.0305
206,342.189689,0.0322
207,343.401944,0.0296
208,344.801507,0.0315
209,346.024463,0.0367
210,347.236018,0.0325
211,348.493775,0.0318
212,349.94114,0.0314
213,351.184896,0.0308
214,352.453654,0.0311
215,353.70071,0.0313
216,355.031871,0.0514
217,356.296028,0.0302
218,357.863399,0.0253
219,359.089054,0.0306
220,360.351511,0.0301
221,361.712673,0.0329
222,361.756475,0.0229
223,363.063734,0.0342
224,364.368493,0.0308
225,365.717154,0.0302
226,366.790803,0.0303
227,368.115263,0.0312
228,369.446723,0.0309
229,370.663778,0.0303
230,371.953636,0.0299
231,373.317698,0.0300
232,374.652559,0.0393
233,376.062622,0.0396
234,377.33548,0.0340
235,378.699642,0.0301
236,379.808792,0.0299
237,381.09965,0.0300
238,382.371508,0.0329
239,382.41471,0.0230
240,383.824774,0.0303
241,385.201536,0.0306
242,385.244338,0.0229
243,386.813409,0.0300
244,388.16077,0.0301
245,388.203472,0.0228
246,389.463229,0.0301
247,390.81309,0.0297
248,392.756178,0.1127
249,394.618062,0.0299
250,395.845218,0.0272
251,395.88842,0.0240
252,397.494493,0.0295
253,399.057663,0.0301
254,400.450426,0.0322
255,402.052199,0.0320
256,403.571368,0.1265
257,404.844225,0.0331
258,406.101182,0.0299
259,406.142884,0.0215
260,407.426342,0.0348
261,408.597295,0.0332
262,410.121464,0.0295
263,410.163366,0.0216
264,411.027605,0.0285
265,412.500072,0.0288
266,413.743228,0.0285
267,414.984284,0.0286
268,416.319845,0.0247
