Msg_Received,Received_Time,Decoding_Time
1,2233.5713,13.4179
2,2233.7015,0.0477
3,2233.8102,0.0847
4,2239.2556,0.0523
5,2241.3962,0.1251
6,2246.3538,0.0497
7,2262.3995,0.0494
8,2279.2008,0.0390
9,2295.0191,0.1558
10,2295.3486,0.0368
11,2310.8616,0.0559
12,2326.9587,0.0551
13,2327.0354,0.0272
14,2343.5148,0.0822
15,2359.0901,0.0471
16,2359.1702,0.0176
17,2375.3615,0.0437
18,2391.6517,0.0464
19,2407.4121,0.0442
20,2423.9504,0.0627
21,2440.4937,0.1076
22,2440.6519,0.0632
23,2456.4938,0.1090
24,2473.3562,0.1940
25,2473.7919,0.2944
26,2488.5139,0.0679
27,2505.5711,0.0288
28,2521.2247,0.0315
29,2521.4807,0.0173
30,2537.2379,0.0378
31,2537.3399,0.0700
32,2553.0616,0.0344
33,2553.2779,0.0204
34,2568.9888,0.0434
35,2569.0594,0.0166
36,2585.1172,0.0417
37,2601.8495,0.0492
38,2617.7337,0.0477
39,2633.7369,0.0488
40,2649.673,0.0417
41,2651.4042,0.0536
42,2665.6112,0.0173
43,2682.3638,0.0671
44,2698.9529,0.0782
45,2713.9906,0.0323
46,2720.3267,0.0374
47,2730.4077,0.0404
48,2730.4766,0.0140
49,2747.0581,0.0391
50,2762.2823,0.0425
51,2778.8118,0.0398
52,2794.5359,0.0420
53,2810.5131,0.0384
54,2826.4882,0.0407
55,2842.9418,0.0807
56,2858.6126,0.0488
57,2874.6874,0.0464
58,2891.06,0.0542
59,2891.1498,0.0170
60,2906.6161,0.0307
61,2923.2671,0.0227
62,2923.2983,0.0050
63,2938.8242,0.0235
64,2954.8247,0.0449
65,2970.6612,0.0326
66,2986.7867,0.0226
67,2986.9207,0.0116
68,3003.0847,0.0218
69,3003.229,0.0094
70,3019.3824,0.0225
71,3035.6724,0.0271
72,3051.8367,0.0371
73,3068.2173,0.0603
74,3083.8244,0.0620
75,3100.203,0.0617
76,3115.9856,0.0622
77,3132.365,0.0630
78,3132.4823,0.0254
79,3148.0818,0.0643
80,3164.5123,0.0639
81,3164.6308,0.0244
82,3180.0078,0.0634
83,3195.9996,0.0225
84,3211.6684,0.0250
85,3227.8331,0.0569
86,3243.7217,0.0252
87,3259.9188,0.0239
88,3259.9544,0.0058
89,3275.5189,0.0274
90,3292.1883,0.0390
91,3292.253,0.0123
92,3308.3901,0.0503
93,3324.3967,0.0616
94,3328.1768,0.1464
95,3340.8504,0.0586
96,3340.9855,0.0465
97,3356.9148,0.0629
98,3357.0928,0.0342
99,3372.6094,0.0592
100,3372.7302,0.0330
101,3387.9788,0.0595
102,3404.789,0.1051
103,3420.4484,0.0244
104,3437.2157,0.0333
105,3437.2555,0.0088
106,3452.6962,0.0238
107,3452.891,0.0076
108,3468.9797,0.0295
109,3469.1517,0.0161
110,3484.9856,0.0631
111,3500.9027,0.0629
112,3516.9613,0.0643
113,3533.2986,0.0853
114,3533.421,0.0259
115,3549.7926,0.0654
116,3549.943,0.0259
117,3565.9991,0.0641
118,3581.5886,0.0664
119,3598.2795,0.0633
120,3614.021,0.0644
121,3630.752,0.0667
122,3630.8774,0.0250
123,3646.7557,0.0486
124,3662.7003,0.0507
125,3678.6279,0.0498
126,3694.8576,0.0694
127,3710.7061,0.0498
128,3727.7985,0.3433
129,3742.8534,0.0238
130,3758.7055,0.0533
131,3775.0746,0.0292
132,3791.3998,0.0409
133,3807.7827,0.1534
134,3823.9272,0.0385
135,3839.8353,0.0394
136,3855.8979,0.0384
137,3871.4955,0.0458
138,3888.4128,0.0470
139,3903.6578,0.0561
140,3920.3544,0.0551
141,3936.5826,0.0550
142,3936.705,0.0247
143,3952.1659,0.0181
144,3952.1922,0.0047
145,3968.128,0.0211
146,3968.1584,0.0045
147,3984.9774,0.0350
148,4000.5724,0.0199
149,4016.6289,0.0214
150,4032.3239,0.0236
151,4048.6939,0.0277
152,4064.8775,0.0306
153,4081.187,0.0341
154,4082.3048,0.0212
155,4096.8683,0.0397
156,4096.9711,0.0143
157,4113.2677,0.0575
158,4113.3791,0.0212
159,4129.3657,0.0581
160,4129.4741,0.0215
161,4145.2076,0.0461
162,4145.2961,0.0177
163,4161.585,0.0590
164,4177.9103,0.0583
165,4193.3959,0.0245
166,4209.2654,0.0260
167,4209.3001,0.0053
168,4225.802,0.1130
169,4241.5621,0.0322
170,4257.4369,0.0313
171,4273.4756,0.1319
172,4290.1412,0.0490
173,4306.0176,0.0500
174,4322.2097,0.0500
175,4337.6381,0.0487
176,4354.2839,0.0498
177,4354.3953,0.0257
178,4369.8634,0.0405
179,4386.3643,0.0478
180,4386.4887,0.0190
181,4402.6025,0.0700
182,4402.7076,0.0183
183,4418.7574,0.0484
184,4434.8978,0.0499
185,4451.0712,0.0704
186,4467.3529,0.0485
187,4467.4627,0.0195
188,4484.5822,0.0252
189,4499.8216,0.0259
190,4516.1214,0.0392
191,4531.3899,0.0223
192,4548.0424,0.0233
193,4548.1671,0.0192
194,4564.5238,0.0423
195,4564.5855,0.0098
196,4580.5889,0.0396
197,4596.3865,0.0402
198,4596.4966,0.0361
199,4611.3621,0.0403
200,4627.2326,0.0475
201,4645.4457,0.1489
202,4645.5449,0.0171
203,4660.0939,0.0412
204,4660.1896,0.0154
205,4676.2977,0.0133
206,4691.7892,0.0279
207,4692.0023,0.0093
